"Town","FIPS","Year","Allegation Type","Report Status","Measure Type","Variable","Value","Region","Category"
"Farmington",900327600,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Neglect"
"Farmington",900327600,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Neglect"
"Farmington",900327600,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Farmington",900327600,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Farmington",900327600,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Risk"
"Farmington",900327600,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Central Region","Neglect"
"Farmington",900327600,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Neglect"
"Farmington",900327600,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Neglect"
"Farmington",900327600,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",29,"Central Region","Abuse"
"Farmington",900327600,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Abuse"
"Farmington",900327600,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Abuse"
"Farmington",900327600,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",139,"Central Region","Neglect"
"Farmington",900327600,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",35,"Central Region","Neglect"
"Farmington",900327600,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",25.18,"Central Region","Neglect"
"Farmington",900327600,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Central Region","Abuse"
"Farmington",900327600,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Central Region","Abuse"
"Farmington",900327600,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Central Region","Abuse"
"Franklin",901129910,2017,"All","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","All"
"Franklin",901129910,2017,"All","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","All"
"Franklin",901129910,2017,"All","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","All"
"Franklin",901129910,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Franklin",901129910,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Franklin",901129910,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Franklin",901129910,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Franklin",901129910,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Franklin",901129910,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Franklin",901129910,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Franklin",901129910,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Franklin",901129910,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Franklin",901129910,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Franklin",901129910,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Franklin",901129910,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Franklin",901129910,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Franklin",901129910,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Franklin",901129910,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Franklin",901129910,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Franklin",901129910,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Franklin",901129910,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Franklin",901129910,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Franklin",901129910,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Franklin",901129910,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Franklin",901129910,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Franklin",901129910,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Franklin",901129910,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Glastonbury",900331240,2017,"All","Alleged","Number","Child Abuse and Neglect",225,"North Central Region","All"
"Glastonbury",900331240,2017,"All","Substantiated","Number","Child Abuse and Neglect",24,"North Central Region","All"
"Glastonbury",900331240,2017,"All","Substantiated","Rate","Child Abuse and Neglect",10.67,"North Central Region","All"
"Glastonbury",900331240,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Glastonbury",900331240,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Glastonbury",900331240,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Glastonbury",900331240,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",14,"North Central Region","Neglect"
"Glastonbury",900331240,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Glastonbury",900331240,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Glastonbury",900331240,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",34,"North Central Region","Neglect"
"Glastonbury",900331240,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Glastonbury",900331240,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Glastonbury",900331240,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Glastonbury",900331240,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Glastonbury",900331240,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Glastonbury",900331240,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Glastonbury",900331240,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Glastonbury",900331240,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Glastonbury",900331240,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",24,"North Central Region","Abuse"
"Glastonbury",900331240,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Glastonbury",900331240,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Glastonbury",900331240,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",138,"North Central Region","Neglect"
"Glastonbury",900331240,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Glastonbury",900331240,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Glastonbury",900331240,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Glastonbury",900331240,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Glastonbury",900331240,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Goshen",900532290,2017,"All","Alleged","Number","Child Abuse and Neglect",23,"Western Region","All"
"Goshen",900532290,2017,"All","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","All"
"Goshen",900532290,2017,"All","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","All"
"Goshen",900532290,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Goshen",900532290,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Goshen",900532290,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Goshen",900532290,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Goshen",900532290,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Goshen",900532290,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Goshen",900532290,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Goshen",900532290,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Goshen",900532290,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Goshen",900532290,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Goshen",900532290,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Goshen",900532290,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Goshen",900532290,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Goshen",900532290,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Goshen",900532290,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Goshen",900532290,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Goshen",900532290,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Goshen",900532290,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Goshen",900532290,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",15,"Western Region","Neglect"
"Goshen",900532290,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Goshen",900532290,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Goshen",900532290,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Goshen",900532290,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Goshen",900532290,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Granby",900332640,2017,"All","Alleged","Number","Child Abuse and Neglect",118,"North Central Region","All"
"Granby",900332640,2017,"All","Substantiated","Number","Child Abuse and Neglect",29,"North Central Region","All"
"Granby",900332640,2017,"All","Substantiated","Rate","Child Abuse and Neglect",24.58,"North Central Region","All"
"Granby",900332640,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Granby",900332640,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Granby",900332640,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Granby",900332640,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Granby",900332640,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Granby",900332640,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Granby",900332640,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",23,"North Central Region","Neglect"
"Granby",900332640,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",12,"North Central Region","Neglect"
"Granby",900332640,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",52.17,"North Central Region","Neglect"
"Granby",900332640,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Granby",900332640,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Granby",900332640,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Risk"
"Granby",900332640,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Granby",900332640,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Granby",900332640,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Neglect"
"Granby",900332640,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Granby",900332640,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Granby",900332640,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
"Granby",900332640,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",68,"North Central Region","Neglect"
"Granby",900332640,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",17,"North Central Region","Neglect"
"Granby",900332640,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",25,"North Central Region","Neglect"
"Granby",900332640,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"North Central Region","Abuse"
