"District","FIPS","Year","Incident Type","Variable","Measure Type","Value","R#","Region"
"Bethel School District",900104720,"2015-2016","Sexually Related Behavior","Incidents","Number",15,5,"Western"
"Bethel School District",900104720,"2015-2016","Personally Threatening Behavior","Incidents","Number",62,5,"Western"
"Bethel School District",900104720,"2015-2016","Theft Related Behaviors","Incidents","Number",13,5,"Western"
"Bethel School District",900104720,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",52,5,"Western"
"Bethel School District",900104720,"2015-2016","Fighting and Battery","Incidents","Number",45,5,"Western"
"Bethel School District",900104720,"2015-2016","Property Damage","Incidents","Number",8,5,"Western"
"Bethel School District",900104720,"2015-2016","Weapons","Incidents","Number",6,5,"Western"
"Bethel School District",900104720,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",11,5,"Western"
"Bethel School District",900104720,"2016-2017","Theft Related Behaviors","Incidents","Number",-9999,5,"Western"
"Bethel School District",900104720,"2016-2017","School Policy Violations","Incidents","Number",245,5,"Western"
"Bethel School District",900104720,"2016-2017","Sexually Related Behavior","Incidents","Number",11,5,"Western"
"Bethel School District",900104720,"2016-2017","Personally Threatening Behavior","Incidents","Number",70,5,"Western"
"Bethel School District",900104720,"2016-2017","Weapons","Incidents","Number",-9999,5,"Western"
"Bethel School District",900104720,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",47,5,"Western"
"Bethel School District",900104720,"2016-2017","Fighting and Battery","Incidents","Number",43,5,"Western"
"Bethel School District",900104720,"2016-2017","Property Damage","Incidents","Number",11,5,"Western"
"Bethel School District",900104720,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",15,5,"Western"
"Bloomfield School District",900305910,"2014-2015","Weapons","Incidents","Number",8,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","Violent Crimes Against Persons","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","School Policy Violations","Incidents","Number",496,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","Sexually Related Behavior","Incidents","Number",18,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","Personally Threatening Behavior","Incidents","Number",34,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","Theft Related Behaviors","Incidents","Number",17,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",193,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","Fighting and Battery","Incidents","Number",86,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","Property Damage","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","Weapons","Incidents","Number",8,4,"North Central"
"Bloomfield School District",900305910,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",12,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","School Policy Violations","Incidents","Number",383,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","Sexually Related Behavior","Incidents","Number",9,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","Personally Threatening Behavior","Incidents","Number",26,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","Theft Related Behaviors","Incidents","Number",13,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",146,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","Fighting and Battery","Incidents","Number",63,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","Property Damage","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",11,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","Violent Crimes Against Persons","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","School Policy Violations","Incidents","Number",282,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","Sexually Related Behavior","Incidents","Number",6,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","Personally Threatening Behavior","Incidents","Number",46,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","Theft Related Behaviors","Incidents","Number",14,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",133,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","Fighting and Battery","Incidents","Number",89,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","Property Damage","Incidents","Number",0,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","Weapons","Incidents","Number",7,4,"North Central"
"Bloomfield School District",900305910,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",6,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","Violent Crimes Against Persons","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","School Policy Violations","Incidents","Number",215,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","Sexually Related Behavior","Incidents","Number",11,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","Personally Threatening Behavior","Incidents","Number",25,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","Theft Related Behaviors","Incidents","Number",8,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",137,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","Fighting and Battery","Incidents","Number",112,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","Property Damage","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","Weapons","Incidents","Number",9,4,"North Central"
"Bloomfield School District",900305910,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",7,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",14,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","Violent Crimes Against Persons","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","School Policy Violations","Incidents","Number",339,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","Sexually Related Behavior","Incidents","Number",12,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","Personally Threatening Behavior","Incidents","Number",36,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","Theft Related Behaviors","Incidents","Number",19,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",94,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","Fighting and Battery","Incidents","Number",113,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","Property Damage","Incidents","Number",6,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","Weapons","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",7,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","School Policy Violations","Incidents","Number",280,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","Sexually Related Behavior","Incidents","Number",7,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","Personally Threatening Behavior","Incidents","Number",25,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","Theft Related Behaviors","Incidents","Number",18,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",125,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","Fighting and Battery","Incidents","Number",89,4,"North Central"
"Bloomfield School District",900305910,"2014-2015","Property Damage","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","Weapons","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",14,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","Violent Crimes Against Persons","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","School Policy Violations","Incidents","Number",351,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","Sexually Related Behavior","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","Personally Threatening Behavior","Incidents","Number",39,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","Theft Related Behaviors","Incidents","Number",9,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",170,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","Fighting and Battery","Incidents","Number",29,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","Property Damage","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","Weapons","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","School Policy Violations","Incidents","Number",335,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","Sexually Related Behavior","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","Personally Threatening Behavior","Incidents","Number",29,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","Theft Related Behaviors","Incidents","Number",10,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",125,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","Fighting and Battery","Incidents","Number",77,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","Property Damage","Incidents","Number",-9999,4,"North Central"
"Bloomfield School District",900305910,"2012-2013","Weapons","Incidents","Number",6,4,"North Central"
"Bolton School District",901306260,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Bolton School District",901306260,"2009-2010","School Policy Violations","Incidents","Number",8,4,"North Central"
"Bolton School District",901306260,"2009-2010","Sexually Related Behavior","Incidents","Number",-9999,4,"North Central"
"Bolton School District",901306260,"2009-2010","Personally Threatening Behavior","Incidents","Number",11,4,"North Central"
"Bolton School District",901306260,"2009-2010","Theft Related Behaviors","Incidents","Number",-9999,4,"North Central"
"Bolton School District",901306260,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",-9999,4,"North Central"
"Bolton School District",901306260,"2009-2010","Fighting and Battery","Incidents","Number",7,4,"North Central"
"Bolton School District",901306260,"2009-2010","Property Damage","Incidents","Number",-9999,4,"North Central"
"Bolton School District",901306260,"2009-2010","Weapons","Incidents","Number",-9999,4,"North Central"
"Bolton School District",901306260,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",0,4,"North Central"
"Bolton School District",901306260,"2010-2011","Violent Crimes Against Persons","Incidents","Number",0,4,"North Central"
"Bolton School District",901306260,"2010-2011","School Policy Violations","Incidents","Number",21,4,"North Central"
"Bolton School District",901306260,"2010-2011","Sexually Related Behavior","Incidents","Number",-9999,4,"North Central"
"Bolton School District",901306260,"2010-2011","Personally Threatening Behavior","Incidents","Number",-9999,4,"North Central"
"Bolton School District",901306260,"2010-2011","Theft Related Behaviors","Incidents","Number",0,4,"North Central"
"Bolton School District",901306260,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",13,4,"North Central"
"Bolton School District",901306260,"2010-2011","Fighting and Battery","Incidents","Number",7,4,"North Central"
"Bolton School District",901306260,"2010-2011","Property Damage","Incidents","Number",0,4,"North Central"
