"District","FIPS","Year","Incident Type","Variable","Measure Type","Value"
"Charter School for Young Children on Asylum Hill",NA,"2015-2016","Property Damage","Incidents","Number",-6666
"Charter School for Young Children on Asylum Hill",NA,"2015-2016","Weapons","Incidents","Number",-6666
"Charter School for Young Children on Asylum Hill",NA,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",-6666
"Charter School for Young Children on Asylum Hill",NA,"2016-2017","Violent Crimes Against Persons","Incidents","Number",-6666
"Charter School for Young Children on Asylum Hill",NA,"2016-2017","School Policy Violations","Incidents","Number",-6666
"Charter School for Young Children on Asylum Hill",NA,"2016-2017","Sexually Related Behavior","Incidents","Number",-6666
"Charter School for Young Children on Asylum Hill",NA,"2016-2017","Personally Threatening Behavior","Incidents","Number",-6666
"Charter School for Young Children on Asylum Hill",NA,"2016-2017","Theft Related Behaviors","Incidents","Number",-6666
"Charter School for Young Children on Asylum Hill",NA,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",-6666
"Charter School for Young Children on Asylum Hill",NA,"2016-2017","Fighting and Battery","Incidents","Number",-6666
"Charter School for Young Children on Asylum Hill",NA,"2016-2017","Property Damage","Incidents","Number",-6666
"Charter School for Young Children on Asylum Hill",NA,"2016-2017","Weapons","Incidents","Number",-6666
"Charter School for Young Children on Asylum Hill",NA,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",-6666
"Cheshire School District",900914160,"2009-2010","Violent Crimes Against Persons","Incidents","Number",9
"Cheshire School District",900914160,"2009-2010","School Policy Violations","Incidents","Number",249
"Cheshire School District",900914160,"2009-2010","Sexually Related Behavior","Incidents","Number",11
"Cheshire School District",900914160,"2009-2010","Personally Threatening Behavior","Incidents","Number",61
"Cheshire School District",900914160,"2009-2010","Theft Related Behaviors","Incidents","Number",14
"Cheshire School District",900914160,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",24
"Cheshire School District",900914160,"2009-2010","Fighting and Battery","Incidents","Number",31
"Cheshire School District",900914160,"2009-2010","Property Damage","Incidents","Number",11
"Cheshire School District",900914160,"2009-2010","Weapons","Incidents","Number",-9999
"Cheshire School District",900914160,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",40
"Cheshire School District",900914160,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-9999
"Cheshire School District",900914160,"2010-2011","School Policy Violations","Incidents","Number",145
"Cheshire School District",900914160,"2010-2011","Sexually Related Behavior","Incidents","Number",11
"Cheshire School District",900914160,"2010-2011","Personally Threatening Behavior","Incidents","Number",58
"Cheshire School District",900914160,"2010-2011","Theft Related Behaviors","Incidents","Number",15
"Cheshire School District",900914160,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",10
"Cheshire School District",900914160,"2010-2011","Fighting and Battery","Incidents","Number",32
"Cheshire School District",900914160,"2010-2011","Property Damage","Incidents","Number",6
"Cheshire School District",900914160,"2010-2011","Weapons","Incidents","Number",0
"Cheshire School District",900914160,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",30
"Cheshire School District",900914160,"2011-2012","Violent Crimes Against Persons","Incidents","Number",11
"Cheshire School District",900914160,"2011-2012","School Policy Violations","Incidents","Number",183
"Cheshire School District",900914160,"2011-2012","Sexually Related Behavior","Incidents","Number",-9999
"Cheshire School District",900914160,"2011-2012","Personally Threatening Behavior","Incidents","Number",66
"Cheshire School District",900914160,"2011-2012","Theft Related Behaviors","Incidents","Number",7
"Cheshire School District",900914160,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",13
"Cheshire School District",900914160,"2011-2012","Fighting and Battery","Incidents","Number",29
"Cheshire School District",900914160,"2011-2012","Property Damage","Incidents","Number",8
"Cheshire School District",900914160,"2011-2012","Weapons","Incidents","Number",6
"Cheshire School District",900914160,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",21
"Cheshire School District",900914160,"2012-2013","Violent Crimes Against Persons","Incidents","Number",6
"Cheshire School District",900914160,"2012-2013","School Policy Violations","Incidents","Number",124
"Cheshire School District",900914160,"2012-2013","Sexually Related Behavior","Incidents","Number",-9999
"Cheshire School District",900914160,"2012-2013","Personally Threatening Behavior","Incidents","Number",39
"Cheshire School District",900914160,"2012-2013","Theft Related Behaviors","Incidents","Number",11
"Cheshire School District",900914160,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",16
"Cheshire School District",900914160,"2012-2013","Fighting and Battery","Incidents","Number",35
"Cheshire School District",900914160,"2012-2013","Property Damage","Incidents","Number",-9999
"Cheshire School District",900914160,"2012-2013","Weapons","Incidents","Number",-9999
"Cheshire School District",900914160,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",25
"Cheshire School District",900914160,"2013-2014","Violent Crimes Against Persons","Incidents","Number",-9999
"Cheshire School District",900914160,"2013-2014","School Policy Violations","Incidents","Number",137
"Cheshire School District",900914160,"2013-2014","Sexually Related Behavior","Incidents","Number",10
"Cheshire School District",900914160,"2013-2014","Personally Threatening Behavior","Incidents","Number",41
"Cheshire School District",900914160,"2013-2014","Theft Related Behaviors","Incidents","Number",7
"Cheshire School District",900914160,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",19
"Cheshire School District",900914160,"2013-2014","Fighting and Battery","Incidents","Number",34
"Cheshire School District",900914160,"2013-2014","Property Damage","Incidents","Number",6
"Cheshire School District",900914160,"2013-2014","Weapons","Incidents","Number",-9999
"Cheshire School District",900914160,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",34
"Cheshire School District",900914160,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-9999
"Cheshire School District",900914160,"2014-2015","School Policy Violations","Incidents","Number",102
"Cheshire School District",900914160,"2014-2015","Sexually Related Behavior","Incidents","Number",8
"Cheshire School District",900914160,"2014-2015","Personally Threatening Behavior","Incidents","Number",45
"Cheshire School District",900914160,"2014-2015","Theft Related Behaviors","Incidents","Number",7
"Cheshire School District",900914160,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",15
"Cheshire School District",900914160,"2014-2015","Fighting and Battery","Incidents","Number",34
"Cheshire School District",900914160,"2014-2015","Property Damage","Incidents","Number",-9999
"Cheshire School District",900914160,"2014-2015","Weapons","Incidents","Number",-9999
"Cheshire School District",900914160,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",98
"Cheshire School District",900914160,"2015-2016","Violent Crimes Against Persons","Incidents","Number",-9999
"Cheshire School District",900914160,"2015-2016","School Policy Violations","Incidents","Number",162
"Cheshire School District",900914160,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999
"Cheshire School District",900914160,"2015-2016","Personally Threatening Behavior","Incidents","Number",28
"Cheshire School District",900914160,"2015-2016","Theft Related Behaviors","Incidents","Number",17
"Cheshire School District",900914160,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",24
"Cheshire School District",900914160,"2015-2016","Fighting and Battery","Incidents","Number",51
"Cheshire School District",900914160,"2015-2016","Property Damage","Incidents","Number",6
"Cheshire School District",900914160,"2015-2016","Weapons","Incidents","Number",-9999
"Cheshire School District",900914160,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",53
"Cheshire School District",900914160,"2016-2017","Violent Crimes Against Persons","Incidents","Number",-9999
"Cheshire School District",900914160,"2016-2017","School Policy Violations","Incidents","Number",149
"Cheshire School District",900914160,"2016-2017","Sexually Related Behavior","Incidents","Number",10
"Cheshire School District",900914160,"2016-2017","Personally Threatening Behavior","Incidents","Number",36
"Cheshire School District",900914160,"2016-2017","Theft Related Behaviors","Incidents","Number",7
"Cheshire School District",900914160,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",56
"Cheshire School District",900914160,"2016-2017","Fighting and Battery","Incidents","Number",44
"Cheshire School District",900914160,"2016-2017","Property Damage","Incidents","Number",-9999
"Cheshire School District",900914160,"2016-2017","Weapons","Incidents","Number",-9999
"Cheshire School District",900914160,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",47
"Chester School District",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",0
"Chester School District",NA,"2009-2010","School Policy Violations","Incidents","Number",0
"Chester School District",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",0
"Chester School District",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",-9999
"Chester School District",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",0
"Chester School District",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",0
"Chester School District",NA,"2009-2010","Fighting and Battery","Incidents","Number",15
"Chester School District",NA,"2009-2010","Property Damage","Incidents","Number",-9999
"Chester School District",NA,"2009-2010","Weapons","Incidents","Number",-9999
"Chester School District",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Chester School District",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",0
"Chester School District",NA,"2010-2011","School Policy Violations","Incidents","Number",-9999
"Chester School District",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",0
"Chester School District",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",7
"Chester School District",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",-9999
"Chester School District",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",16
"Chester School District",NA,"2010-2011","Fighting and Battery","Incidents","Number",20
"Chester School District",NA,"2010-2011","Property Damage","Incidents","Number",-9999
"Chester School District",NA,"2010-2011","Weapons","Incidents","Number",-9999
"Chester School District",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Chester School District",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0
"Chester School District",NA,"2011-2012","School Policy Violations","Incidents","Number",0
"Chester School District",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",0
"Chester School District",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",9
"Chester School District",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",-9999
"Chester School District",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",24
"Chester School District",NA,"2011-2012","Fighting and Battery","Incidents","Number",10
"Chester School District",NA,"2011-2012","Property Damage","Incidents","Number",0
"Chester School District",NA,"2011-2012","Weapons","Incidents","Number",-9999
"Chester School District",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",0
"Chester School District",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0
"Chester School District",NA,"2012-2013","School Policy Violations","Incidents","Number",-9999
"Chester School District",NA,"2012-2013","Sexually Related Behavior","Incidents","Number",0
"Chester School District",NA,"2012-2013","Personally Threatening Behavior","Incidents","Number",6
"Chester School District",NA,"2012-2013","Theft Related Behaviors","Incidents","Number",-9999
"Chester School District",NA,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",16
"Chester School District",NA,"2012-2013","Fighting and Battery","Incidents","Number",-9999
"Chester School District",NA,"2012-2013","Property Damage","Incidents","Number",0
"Chester School District",NA,"2012-2013","Weapons","Incidents","Number",0
