"Town","FIPS","Year","Measure Type","Variable","Value","Region"
"Sprague",901171670,"2010-2014","Crude Rate (per 100,000)","Deaths",-6666,"Eastern Region"
"Sprague",901171670,"2010-2014","Number","Deaths",-6666,"Eastern Region"
"Stafford",901372090,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Stafford",901372090,"2006-2010","Crude Rate (per 100,000)","Deaths",6.64,"North Central Region"
"Stafford",901372090,"2006-2010","Number","Deaths",4,"North Central Region"
"Stafford",901372090,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Stafford",901372090,"2007-2011","Crude Rate (per 100,000)","Deaths",9.95,"North Central Region"
"Stafford",901372090,"2007-2011","Number","Deaths",6,"North Central Region"
"Stafford",901372090,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Stafford",901372090,"2008-2012","Crude Rate (per 100,000)","Deaths",13.23,"North Central Region"
"Stafford",901372090,"2008-2012","Number","Deaths",8,"North Central Region"
"Stafford",901372090,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Stafford",901372090,"2010-2014","Crude Rate (per 100,000)","Deaths",13.35,"North Central Region"
"Stafford",901372090,"2010-2014","Number","Deaths",8,"North Central Region"
"Stamford",900173070,"2006-2010","AAMR (per 100,000)","Deaths",7.06,"Southwest Region"
"Stamford",900173070,"2006-2010","Crude Rate (per 100,000)","Deaths",6.95,"Southwest Region"
"Stamford",900173070,"2006-2010","Number","Deaths",42,"Southwest Region"
"Stamford",900173070,"2007-2011","AAMR (per 100,000)","Deaths",6.9,"Southwest Region"
"Stamford",900173070,"2007-2011","Crude Rate (per 100,000)","Deaths",6.9,"Southwest Region"
"Stamford",900173070,"2007-2011","Number","Deaths",42,"Southwest Region"
"Stamford",900173070,"2008-2012","AAMR (per 100,000)","Deaths",7.38,"Southwest Region"
"Stamford",900173070,"2008-2012","Crude Rate (per 100,000)","Deaths",7.33,"Southwest Region"
"Stamford",900173070,"2008-2012","Number","Deaths",45,"Southwest Region"
"Stamford",900173070,"2010-2014","AAMR (per 100,000)","Deaths",7.15,"Southwest Region"
"Stamford",900173070,"2010-2014","Crude Rate (per 100,000)","Deaths",7.18,"Southwest Region"
"Stamford",900173070,"2010-2014","Number","Deaths",45,"Southwest Region"
"Sterling",901573420,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Sterling",901573420,"2006-2010","Crude Rate (per 100,000)","Deaths",10.73,"Eastern Region"
"Sterling",901573420,"2006-2010","Number","Deaths",2,"Eastern Region"
"Sterling",901573420,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Sterling",901573420,"2007-2011","Crude Rate (per 100,000)","Deaths",5.31,"Eastern Region"
"Sterling",901573420,"2007-2011","Number","Deaths",1,"Eastern Region"
"Sterling",901573420,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Sterling",901573420,"2008-2012","Crude Rate (per 100,000)","Deaths",10.44,"Eastern Region"
"Sterling",901573420,"2008-2012","Number","Deaths",2,"Eastern Region"
"Sterling",901573420,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Sterling",901573420,"2010-2014","Crude Rate (per 100,000)","Deaths",15.78,"Eastern Region"
"Sterling",901573420,"2010-2014","Number","Deaths",3,"Eastern Region"
"Stonington",901173770,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Stonington",901173770,"2006-2010","Crude Rate (per 100,000)","Deaths",10.81,"Eastern Region"
"Stonington",901173770,"2006-2010","Number","Deaths",10,"Eastern Region"
"Stonington",901173770,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Stonington",901173770,"2007-2011","Crude Rate (per 100,000)","Deaths",14.07,"Eastern Region"
"Stonington",901173770,"2007-2011","Number","Deaths",13,"Eastern Region"
"Stonington",901173770,"2008-2012","AAMR (per 100,000)","Deaths",15.03,"Eastern Region"
"Stonington",901173770,"2008-2012","Crude Rate (per 100,000)","Deaths",16.18,"Eastern Region"
"Stonington",901173770,"2008-2012","Number","Deaths",15,"Eastern Region"
"Stonington",901173770,"2010-2014","AAMR (per 100,000)","Deaths",16.1,"Eastern Region"
"Stonington",901173770,"2010-2014","Crude Rate (per 100,000)","Deaths",18.34,"Eastern Region"
"Stonington",901173770,"2010-2014","Number","Deaths",17,"Eastern Region"
"Stratford",900174190,"2006-2010","AAMR (per 100,000)","Deaths",8.16,"Southwest Region"
"Stratford",900174190,"2006-2010","Crude Rate (per 100,000)","Deaths",8.26,"Southwest Region"
"Stratford",900174190,"2006-2010","Number","Deaths",21,"Southwest Region"
"Stratford",900174190,"2007-2011","AAMR (per 100,000)","Deaths",9.01,"Southwest Region"
"Stratford",900174190,"2007-2011","Crude Rate (per 100,000)","Deaths",9.39,"Southwest Region"
"Stratford",900174190,"2007-2011","Number","Deaths",24,"Southwest Region"
"Stratford",900174190,"2008-2012","AAMR (per 100,000)","Deaths",9.76,"Southwest Region"
"Stratford",900174190,"2008-2012","Crude Rate (per 100,000)","Deaths",10.1,"Southwest Region"
"Stratford",900174190,"2008-2012","Number","Deaths",26,"Southwest Region"
"Stratford",900174190,"2010-2014","AAMR (per 100,000)","Deaths",8.66,"Southwest Region"
"Stratford",900174190,"2010-2014","Crude Rate (per 100,000)","Deaths",8.84,"Southwest Region"
"Stratford",900174190,"2010-2014","Number","Deaths",23,"Southwest Region"
"Suffield",900374540,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Suffield",900374540,"2006-2010","Crude Rate (per 100,000)","Deaths",5.21,"North Central Region"
"Suffield",900374540,"2006-2010","Number","Deaths",4,"North Central Region"
"Suffield",900374540,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Suffield",900374540,"2007-2011","Crude Rate (per 100,000)","Deaths",7.74,"North Central Region"
"Suffield",900374540,"2007-2011","Number","Deaths",6,"North Central Region"
"Suffield",900374540,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Suffield",900374540,"2008-2012","Crude Rate (per 100,000)","Deaths",8.9,"North Central Region"
"Suffield",900374540,"2008-2012","Number","Deaths",7,"North Central Region"
"Suffield",900374540,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Suffield",900374540,"2010-2014","Crude Rate (per 100,000)","Deaths",8.87,"North Central Region"
"Suffield",900374540,"2010-2014","Number","Deaths",7,"North Central Region"
"Thomaston",900575730,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Thomaston",900575730,"2006-2010","Crude Rate (per 100,000)","Deaths",10.16,"Western Region"
"Thomaston",900575730,"2006-2010","Number","Deaths",4,"Western Region"
"Thomaston",900575730,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Thomaston",900575730,"2007-2011","Crude Rate (per 100,000)","Deaths",15.26,"Western Region"
"Thomaston",900575730,"2007-2011","Number","Deaths",6,"Western Region"
"Thomaston",900575730,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Thomaston",900575730,"2008-2012","Crude Rate (per 100,000)","Deaths",17.77,"Western Region"
"Thomaston",900575730,"2008-2012","Number","Deaths",7,"Western Region"
"Thomaston",900575730,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Thomaston",900575730,"2010-2014","Crude Rate (per 100,000)","Deaths",17.97,"Western Region"
"Thomaston",900575730,"2010-2014","Number","Deaths",7,"Western Region"
"Thompson",901575870,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Thompson",901575870,"2006-2010","Crude Rate (per 100,000)","Deaths",6.36,"Eastern Region"
"Thompson",901575870,"2006-2010","Number","Deaths",3,"Eastern Region"
"Thompson",901575870,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Thompson",901575870,"2007-2011","Crude Rate (per 100,000)","Deaths",6.35,"Eastern Region"
"Thompson",901575870,"2007-2011","Number","Deaths",3,"Eastern Region"
"Thompson",901575870,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Thompson",901575870,"2008-2012","Crude Rate (per 100,000)","Deaths",6.34,"Eastern Region"
"Thompson",901575870,"2008-2012","Number","Deaths",3,"Eastern Region"
"Thompson",901575870,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Thompson",901575870,"2010-2014","Crude Rate (per 100,000)","Deaths",10.65,"Eastern Region"
"Thompson",901575870,"2010-2014","Number","Deaths",5,"Eastern Region"
"Tolland",901376290,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Tolland",901376290,"2006-2010","Crude Rate (per 100,000)","Deaths",9.45,"North Central Region"
"Tolland",901376290,"2006-2010","Number","Deaths",7,"North Central Region"
"Tolland",901376290,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Tolland",901376290,"2007-2011","Crude Rate (per 100,000)","Deaths",5.36,"North Central Region"
"Tolland",901376290,"2007-2011","Number","Deaths",4,"North Central Region"
"Tolland",901376290,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Tolland",901376290,"2008-2012","Crude Rate (per 100,000)","Deaths",7.97,"North Central Region"
"Tolland",901376290,"2008-2012","Number","Deaths",6,"North Central Region"
"Tolland",901376290,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"North Central Region"
"Tolland",901376290,"2010-2014","Crude Rate (per 100,000)","Deaths",8.02,"North Central Region"
"Tolland",901376290,"2010-2014","Number","Deaths",6,"North Central Region"
"Torrington",900576570,"2006-2010","AAMR (per 100,000)","Deaths",10.08,"Western Region"
"Torrington",900576570,"2006-2010","Crude Rate (per 100,000)","Deaths",10.98,"Western Region"
"Torrington",900576570,"2006-2010","Number","Deaths",20,"Western Region"
"Torrington",900576570,"2007-2011","AAMR (per 100,000)","Deaths",12.84,"Western Region"
"Torrington",900576570,"2007-2011","Crude Rate (per 100,000)","Deaths",13.74,"Western Region"
"Torrington",900576570,"2007-2011","Number","Deaths",25,"Western Region"
"Torrington",900576570,"2008-2012","AAMR (per 100,000)","Deaths",13.14,"Western Region"
"Torrington",900576570,"2008-2012","Crude Rate (per 100,000)","Deaths",13.76,"Western Region"
"Torrington",900576570,"2008-2012","Number","Deaths",25,"Western Region"
"Torrington",900576570,"2010-2014","AAMR (per 100,000)","Deaths",14.94,"Western Region"
"Torrington",900576570,"2010-2014","Crude Rate (per 100,000)","Deaths",17.87,"Western Region"
"Torrington",900576570,"2010-2014","Number","Deaths",32,"Western Region"
"Trumbull",900177200,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Trumbull",900177200,"2006-2010","Crude Rate (per 100,000)","Deaths",3.38,"Southwest Region"
"Trumbull",900177200,"2006-2010","Number","Deaths",6,"Southwest Region"
"Trumbull",900177200,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Trumbull",900177200,"2007-2011","Crude Rate (per 100,000)","Deaths",2.8,"Southwest Region"
"Trumbull",900177200,"2007-2011","Number","Deaths",5,"Southwest Region"
"Trumbull",900177200,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Trumbull",900177200,"2008-2012","Crude Rate (per 100,000)","Deaths",2.77,"Southwest Region"
"Trumbull",900177200,"2008-2012","Number","Deaths",5,"Southwest Region"
"Trumbull",900177200,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Trumbull",900177200,"2010-2014","Crude Rate (per 100,000)","Deaths",6.04,"Southwest Region"
"Trumbull",900177200,"2010-2014","Number","Deaths",11,"Southwest Region"
"Union",901377830,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Union",901377830,"2006-2010","Crude Rate (per 100,000)","Deaths",-6666,"Eastern Region"
"Union",901377830,"2006-2010","Number","Deaths",-6666,"Eastern Region"
"Union",901377830,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Union",901377830,"2007-2011","Crude Rate (per 100,000)","Deaths",-6666,"Eastern Region"
"Union",901377830,"2007-2011","Number","Deaths",-6666,"Eastern Region"
"Union",901377830,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Union",901377830,"2008-2012","Crude Rate (per 100,000)","Deaths",-6666,"Eastern Region"
"Union",901377830,"2008-2012","Number","Deaths",-6666,"Eastern Region"
"Union",901377830,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Union",901377830,"2010-2014","Crude Rate (per 100,000)","Deaths",-6666,"Eastern Region"
"Union",901377830,"2010-2014","Number","Deaths",-6666,"Eastern Region"
"Vernon",901378250,"2006-2010","AAMR (per 100,000)","Deaths",9.96,"North Central Region"
"Vernon",901378250,"2006-2010","Crude Rate (per 100,000)","Deaths",10.96,"North Central Region"
"Vernon",901378250,"2006-2010","Number","Deaths",16,"North Central Region"
"Vernon",901378250,"2007-2011","AAMR (per 100,000)","Deaths",11.13,"North Central Region"
"Vernon",901378250,"2007-2011","Crude Rate (per 100,000)","Deaths",11.64,"North Central Region"
"Vernon",901378250,"2007-2011","Number","Deaths",17,"North Central Region"
"Vernon",901378250,"2008-2012","AAMR (per 100,000)","Deaths",11.3,"North Central Region"
"Vernon",901378250,"2008-2012","Crude Rate (per 100,000)","Deaths",13.02,"North Central Region"
"Vernon",901378250,"2008-2012","Number","Deaths",19,"North Central Region"
"Vernon",901378250,"2010-2014","AAMR (per 100,000)","Deaths",9.79,"North Central Region"
"Vernon",901378250,"2010-2014","Crude Rate (per 100,000)","Deaths",11.67,"North Central Region"
"Vernon",901378250,"2010-2014","Number","Deaths",17,"North Central Region"
"Voluntown",901178600,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Voluntown",901178600,"2006-2010","Crude Rate (per 100,000)","Deaths",7.68,"Eastern Region"
"Voluntown",901178600,"2006-2010","Number","Deaths",1,"Eastern Region"
"Voluntown",901178600,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Voluntown",901178600,"2007-2011","Crude Rate (per 100,000)","Deaths",7.68,"Eastern Region"
"Voluntown",901178600,"2007-2011","Number","Deaths",1,"Eastern Region"
"Voluntown",901178600,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Voluntown",901178600,"2008-2012","Crude Rate (per 100,000)","Deaths",7.69,"Eastern Region"
"Voluntown",901178600,"2008-2012","Number","Deaths",1,"Eastern Region"
"Voluntown",901178600,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Voluntown",901178600,"2010-2014","Crude Rate (per 100,000)","Deaths",15.38,"Eastern Region"
"Voluntown",901178600,"2010-2014","Number","Deaths",2,"Eastern Region"
"Wallingford",900978740,"2006-2010","AAMR (per 100,000)","Deaths",6.52,"Central Region"
"Wallingford",900978740,"2006-2010","Crude Rate (per 100,000)","Deaths",6.7,"Central Region"
"Wallingford",900978740,"2006-2010","Number","Deaths",15,"Central Region"
"Wallingford",900978740,"2007-2011","AAMR (per 100,000)","Deaths",8.31,"Central Region"
"Wallingford",900978740,"2007-2011","Crude Rate (per 100,000)","Deaths",8.46,"Central Region"
"Wallingford",900978740,"2007-2011","Number","Deaths",19,"Central Region"
"Wallingford",900978740,"2008-2012","AAMR (per 100,000)","Deaths",7.91,"Central Region"
"Wallingford",900978740,"2008-2012","Crude Rate (per 100,000)","Deaths",7.98,"Central Region"
"Wallingford",900978740,"2008-2012","Number","Deaths",18,"Central Region"
"Wallingford",900978740,"2010-2014","AAMR (per 100,000)","Deaths",10.55,"Central Region"
"Wallingford",900978740,"2010-2014","Crude Rate (per 100,000)","Deaths",11.08,"Central Region"
"Wallingford",900978740,"2010-2014","Number","Deaths",25,"Central Region"
"Warren",900579510,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Warren",900579510,"2006-2010","Crude Rate (per 100,000)","Deaths",27.03,"Western Region"
"Warren",900579510,"2006-2010","Number","Deaths",2,"Western Region"
"Warren",900579510,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Warren",900579510,"2007-2011","Crude Rate (per 100,000)","Deaths",52.25,"Western Region"
"Warren",900579510,"2007-2011","Number","Deaths",4,"Western Region"
"Warren",900579510,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Warren",900579510,"2008-2012","Crude Rate (per 100,000)","Deaths",41.1,"Western Region"
"Warren",900579510,"2008-2012","Number","Deaths",3,"Western Region"
"Warren",900579510,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Warren",900579510,"2010-2014","Crude Rate (per 100,000)","Deaths",27.66,"Western Region"
"Warren",900579510,"2010-2014","Number","Deaths",2,"Western Region"
"Washington",900579720,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Washington",900579720,"2006-2010","Crude Rate (per 100,000)","Deaths",11.04,"Western Region"
"Washington",900579720,"2006-2010","Number","Deaths",2,"Western Region"
"Washington",900579720,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Washington",900579720,"2007-2011","Crude Rate (per 100,000)","Deaths",11.15,"Western Region"
"Washington",900579720,"2007-2011","Number","Deaths",2,"Western Region"
"Washington",900579720,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Washington",900579720,"2008-2012","Crude Rate (per 100,000)","Deaths",5.6,"Western Region"
"Washington",900579720,"2008-2012","Number","Deaths",1,"Western Region"
"Washington",900579720,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Washington",900579720,"2010-2014","Crude Rate (per 100,000)","Deaths",11.32,"Western Region"
"Washington",900579720,"2010-2014","Number","Deaths",2,"Western Region"
"Waterbury",900980070,"2006-2010","AAMR (per 100,000)","Deaths",7.4,"Western Region"
"Waterbury",900980070,"2006-2010","Crude Rate (per 100,000)","Deaths",7.09,"Western Region"
"Waterbury",900980070,"2006-2010","Number","Deaths",39,"Western Region"
"Waterbury",900980070,"2007-2011","AAMR (per 100,000)","Deaths",7.22,"Western Region"
"Waterbury",900980070,"2007-2011","Crude Rate (per 100,000)","Deaths",7.09,"Western Region"
"Waterbury",900980070,"2007-2011","Number","Deaths",39,"Western Region"
"Waterbury",900980070,"2008-2012","AAMR (per 100,000)","Deaths",6.89,"Western Region"
"Waterbury",900980070,"2008-2012","Crude Rate (per 100,000)","Deaths",6.89,"Western Region"
"Waterbury",900980070,"2008-2012","Number","Deaths",38,"Western Region"
"Waterbury",900980070,"2010-2014","AAMR (per 100,000)","Deaths",7.59,"Western Region"
"Waterbury",900980070,"2010-2014","Crude Rate (per 100,000)","Deaths",7.83,"Western Region"
"Waterbury",900980070,"2010-2014","Number","Deaths",43,"Western Region"
"Waterford",901180280,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Waterford",901180280,"2006-2010","Crude Rate (per 100,000)","Deaths",14.41,"Eastern Region"
"Waterford",901180280,"2006-2010","Number","Deaths",14,"Eastern Region"
"Waterford",901180280,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Waterford",901180280,"2007-2011","Crude Rate (per 100,000)","Deaths",11.31,"Eastern Region"
"Waterford",901180280,"2007-2011","Number","Deaths",11,"Eastern Region"
"Waterford",901180280,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Waterford",901180280,"2008-2012","Crude Rate (per 100,000)","Deaths",13.32,"Eastern Region"
"Waterford",901180280,"2008-2012","Number","Deaths",13,"Eastern Region"
"Waterford",901180280,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Waterford",901180280,"2010-2014","Crude Rate (per 100,000)","Deaths",12.31,"Eastern Region"
"Waterford",901180280,"2010-2014","Number","Deaths",12,"Eastern Region"
"Watertown",900580490,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Watertown",900580490,"2006-2010","Crude Rate (per 100,000)","Deaths",9.77,"Western Region"
"Watertown",900580490,"2006-2010","Number","Deaths",11,"Western Region"
"Watertown",900580490,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Watertown",900580490,"2007-2011","Crude Rate (per 100,000)","Deaths",11.55,"Western Region"
"Watertown",900580490,"2007-2011","Number","Deaths",13,"Western Region"
"Watertown",900580490,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Watertown",900580490,"2008-2012","Crude Rate (per 100,000)","Deaths",12.45,"Western Region"
"Watertown",900580490,"2008-2012","Number","Deaths",14,"Western Region"
"Watertown",900580490,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Western Region"
"Watertown",900580490,"2010-2014","Crude Rate (per 100,000)","Deaths",11.67,"Western Region"
"Watertown",900580490,"2010-2014","Number","Deaths",13,"Western Region"
"Westbrook",900781680,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Westbrook",900781680,"2006-2010","Crude Rate (per 100,000)","Deaths",-6666,"Eastern Region"
"Westbrook",900781680,"2006-2010","Number","Deaths",-6666,"Eastern Region"
"Westbrook",900781680,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Westbrook",900781680,"2007-2011","Crude Rate (per 100,000)","Deaths",2.9,"Eastern Region"
"Westbrook",900781680,"2007-2011","Number","Deaths",1,"Eastern Region"
"Westbrook",900781680,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Westbrook",900781680,"2008-2012","Crude Rate (per 100,000)","Deaths",2.88,"Eastern Region"
"Westbrook",900781680,"2008-2012","Number","Deaths",1,"Eastern Region"
"Westbrook",900781680,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Westbrook",900781680,"2010-2014","Crude Rate (per 100,000)","Deaths",2.89,"Eastern Region"
"Westbrook",900781680,"2010-2014","Number","Deaths",1,"Eastern Region"
"West Hartford",900382590,"2006-2010","AAMR (per 100,000)","Deaths",5.94,"North Central Region"
"West Hartford",900382590,"2006-2010","Crude Rate (per 100,000)","Deaths",6.36,"North Central Region"
"West Hartford",900382590,"2006-2010","Number","Deaths",20,"North Central Region"
"West Hartford",900382590,"2007-2011","AAMR (per 100,000)","Deaths",6.96,"North Central Region"
"West Hartford",900382590,"2007-2011","Crude Rate (per 100,000)","Deaths",7.61,"North Central Region"
"West Hartford",900382590,"2007-2011","Number","Deaths",24,"North Central Region"
"West Hartford",900382590,"2008-2012","AAMR (per 100,000)","Deaths",7.77,"North Central Region"
"West Hartford",900382590,"2008-2012","Crude Rate (per 100,000)","Deaths",8.22,"North Central Region"
"West Hartford",900382590,"2008-2012","Number","Deaths",26,"North Central Region"
"West Hartford",900382590,"2010-2014","AAMR (per 100,000)","Deaths",5.51,"North Central Region"
"West Hartford",900382590,"2010-2014","Crude Rate (per 100,000)","Deaths",5.69,"North Central Region"
"West Hartford",900382590,"2010-2014","Number","Deaths",18,"North Central Region"
"West Haven",900982870,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"South Central Region"
"West Haven",900982870,"2006-2010","Crude Rate (per 100,000)","Deaths",4.72,"South Central Region"
"West Haven",900982870,"2006-2010","Number","Deaths",13,"South Central Region"
"West Haven",900982870,"2007-2011","AAMR (per 100,000)","Deaths",5.6,"South Central Region"
"West Haven",900982870,"2007-2011","Crude Rate (per 100,000)","Deaths",5.79,"South Central Region"
"West Haven",900982870,"2007-2011","Number","Deaths",16,"South Central Region"
"West Haven",900982870,"2008-2012","AAMR (per 100,000)","Deaths",5.28,"South Central Region"
"West Haven",900982870,"2008-2012","Crude Rate (per 100,000)","Deaths",5.76,"South Central Region"
"West Haven",900982870,"2008-2012","Number","Deaths",16,"South Central Region"
"West Haven",900982870,"2010-2014","AAMR (per 100,000)","Deaths",8.18,"South Central Region"
"West Haven",900982870,"2010-2014","Crude Rate (per 100,000)","Deaths",8.68,"South Central Region"
"West Haven",900982870,"2010-2014","Number","Deaths",24,"South Central Region"
"Weston",900183430,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Weston",900183430,"2006-2010","Crude Rate (per 100,000)","Deaths",5.95,"Southwest Region"
"Weston",900183430,"2006-2010","Number","Deaths",3,"Southwest Region"
"Weston",900183430,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Weston",900183430,"2007-2011","Crude Rate (per 100,000)","Deaths",5.92,"Southwest Region"
"Weston",900183430,"2007-2011","Number","Deaths",3,"Southwest Region"
"Weston",900183430,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Weston",900183430,"2008-2012","Crude Rate (per 100,000)","Deaths",5.88,"Southwest Region"
"Weston",900183430,"2008-2012","Number","Deaths",3,"Southwest Region"
"Weston",900183430,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Weston",900183430,"2010-2014","Crude Rate (per 100,000)","Deaths",7.75,"Southwest Region"
"Weston",900183430,"2010-2014","Number","Deaths",4,"Southwest Region"
"Westport",900183500,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Westport",900183500,"2006-2010","Crude Rate (per 100,000)","Deaths",7.66,"Southwest Region"
"Westport",900183500,"2006-2010","Number","Deaths",10,"Southwest Region"
"Westport",900183500,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Westport",900183500,"2007-2011","Crude Rate (per 100,000)","Deaths",7.62,"Southwest Region"
"Westport",900183500,"2007-2011","Number","Deaths",10,"Southwest Region"
"Westport",900183500,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Westport",900183500,"2008-2012","Crude Rate (per 100,000)","Deaths",6.05,"Southwest Region"
"Westport",900183500,"2008-2012","Number","Deaths",8,"Southwest Region"
"Westport",900183500,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Southwest Region"
"Westport",900183500,"2010-2014","Crude Rate (per 100,000)","Deaths",5.92,"Southwest Region"
"Westport",900183500,"2010-2014","Number","Deaths",8,"Southwest Region"
"Wethersfield",900384900,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Wethersfield",900384900,"2006-2010","Crude Rate (per 100,000)","Deaths",3.76,"Central Region"
"Wethersfield",900384900,"2006-2010","Number","Deaths",5,"Central Region"
"Wethersfield",900384900,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Wethersfield",900384900,"2007-2011","Crude Rate (per 100,000)","Deaths",5.26,"Central Region"
"Wethersfield",900384900,"2007-2011","Number","Deaths",7,"Central Region"
"Wethersfield",900384900,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Wethersfield",900384900,"2008-2012","Crude Rate (per 100,000)","Deaths",7.5,"Central Region"
"Wethersfield",900384900,"2008-2012","Number","Deaths",10,"Central Region"
"Wethersfield",900384900,"2010-2014","AAMR (per 100,000)","Deaths",-6666,"Central Region"
"Wethersfield",900384900,"2010-2014","Crude Rate (per 100,000)","Deaths",10.52,"Central Region"
"Wethersfield",900384900,"2010-2014","Number","Deaths",14,"Central Region"
"Willington",901385950,"2006-2010","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Willington",901385950,"2006-2010","Crude Rate (per 100,000)","Deaths",19.78,"Eastern Region"
"Willington",901385950,"2006-2010","Number","Deaths",6,"Eastern Region"
"Willington",901385950,"2007-2011","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Willington",901385950,"2007-2011","Crude Rate (per 100,000)","Deaths",19.77,"Eastern Region"
"Willington",901385950,"2007-2011","Number","Deaths",6,"Eastern Region"
"Willington",901385950,"2008-2012","AAMR (per 100,000)","Deaths",-6666,"Eastern Region"
"Willington",901385950,"2008-2012","Crude Rate (per 100,000)","Deaths",23.17,"Eastern Region"
