"Town","Region","FiscalYear","Substance","Adm_Count_by_Drug_Yr_Town","Adm_Count_Yr_Town","Adm_Count_by_Drug_Yr_Region","Adm_Count_Yr_Region","Adm_Count_by_Drug_Yr_State","Adm_Count_Yr_State","Pct Adm Drug Town","Pct Adm Drug Region","Pct Adm Drug State"
"Granby","North Central Region",2016,"Alcohol",23,47,4311,11955,23336,67054,48.9,36.1,34.8
"Granby","North Central Region",2016,"Heroin",21,47,4658,11955,25634,67054,44.7,39,38.2
"Granby","North Central Region",2016,"Marijuana, Hashish, THC",1,47,1527,11955,8159,67054,2.1,12.8,12.2
"Granby","North Central Region",2014,"Heroin",18,42,4391,12451,21053,65045,42.9,35.3,32.4
"Granby","North Central Region",2014,"Alcohol",17,42,4698,12451,24611,65045,40.5,37.7,37.8
"Granby","North Central Region",2014,"Cocaine",4,42,512,12451,2712,65045,9.5,4.1,4.2
"Granby","North Central Region",2014,"Marijuana, Hashish, THC",3,42,1627,12451,8281,65045,7.1,13.1,12.7
"Granby","North Central Region",2016,"Cocaine",2,47,386,11955,2479,67054,4.3,3.2,3.7
"Greenwich","Southwest Region",2016,"Other",3,231,110,8741,719,67054,1.3,1.3,1.1
"Greenwich","Southwest Region",2016,"Marijuana, Hashish, THC",42,231,1359,8741,8159,67054,18.2,15.5,12.2
"Greenwich","Southwest Region",2016,"Alcohol",118,231,2491,8741,23336,67054,51.1,28.5,34.8
"Greenwich","Southwest Region",2016,"Heroin",46,231,3226,8741,25634,67054,19.9,36.9,38.2
"Greenwich","Southwest Region",2016,"Crack",2,231,360,8741,2039,67054,0.9,4.1,3
"Greenwich","Southwest Region",2016,"Other Opiates and Synthetics",10,231,416,8741,2792,67054,4.3,4.8,4.2
"Greenwich","Southwest Region",2014,"Alcohol",120,234,2591,8891,24611,65045,51.3,29.1,37.8
"Greenwich","Southwest Region",2016,"Benzodiazepines",5,231,177,8741,840,67054,2.2,2,1.3
"Greenwich","Southwest Region",2014,"Heroin",52,234,2671,8891,21053,65045,22.2,30,32.4
"Greenwich","Southwest Region",2016,"Cocaine",5,231,375,8741,2479,67054,2.2,4.3,3.7
"Greenwich","Southwest Region",2014,"Cocaine",8,234,436,8891,2712,65045,3.4,4.9,4.2
"Greenwich","Southwest Region",2014,"Marijuana, Hashish, THC",33,234,1704,8891,8281,65045,14.1,19.2,12.7
"Greenwich","Southwest Region",2014,"Other Opiates and Synthetics",11,234,437,8891,3231,65045,4.7,4.9,5
"Greenwich","Southwest Region",2014,"Other",5,234,99,8891,797,65045,2.1,1.1,1.2
"Greenwich","Southwest Region",2014,"Benzodiazepines",4,234,174,8891,841,65045,1.7,2,1.3
"Greenwich","Southwest Region",2014,"Crack",1,234,479,8891,2496,65045,0.4,5.4,3.8
"Greenwich","Southwest Region",2015,"Benzodiazepines",6,234,143,9558,817,67992,2.6,1.5,1.2
"Greenwich","Southwest Region",2015,"Cocaine",14,234,438,9558,2450,67992,6,4.6,3.6
"Greenwich","Southwest Region",2015,"Heroin",56,234,3018,9558,24247,67992,23.9,31.6,35.7
"Greenwich","Southwest Region",2015,"Marijuana, Hashish, THC",39,234,1930,9558,8754,67992,16.7,20.2,12.9
"Greenwich","Southwest Region",2015,"Alcohol",106,234,2833,9558,24428,67992,45.3,29.6,35.9
"Greenwich","Southwest Region",2015,"Other",3,234,98,9558,856,67992,1.3,1,1.3
"Greenwich","Southwest Region",2015,"Other Opiates and Synthetics",7,234,432,9558,3209,67992,3,4.5,4.7
"Greenwich","Southwest Region",2015,"PCP",1,234,285,9558,1062,67992,0.4,3,1.6
"Greenwich","Southwest Region",2015,"Crack",2,234,381,9558,2169,67992,0.9,4,3.2
"Griswold","Eastern Region",2015,"Other Opiates and Synthetics",26,430,707,13332,3209,67992,6,5.3,4.7
"Griswold","Eastern Region",2014,"Other Opiates and Synthetics",35,431,795,13735,3231,65045,8.1,5.8,5
"Griswold","Eastern Region",2015,"Alcohol",172,430,5886,13332,24428,67992,40,44.1,35.9
"Griswold","Eastern Region",2015,"Cocaine",15,430,413,13332,2450,67992,3.5,3.1,3.6
"Griswold","Eastern Region",2015,"Heroin",163,430,4615,13332,24247,67992,37.9,34.6,35.7
"Griswold","Eastern Region",2014,"Alcohol",175,431,6324,13735,24611,65045,40.6,46,37.8
"Griswold","Eastern Region",2015,"Crack",12,430,362,13332,2169,67992,2.8,2.7,3.2
"Griswold","Eastern Region",2015,"Other",7,430,161,13332,856,67992,1.6,1.2,1.3
"Griswold","Eastern Region",2014,"Cocaine",9,431,459,13735,2712,65045,2.1,3.3,4.2
"Griswold","Eastern Region",2014,"Heroin",153,431,4277,13735,21053,65045,35.5,31.1,32.4
"Griswold","Eastern Region",2014,"Marijuana, Hashish, THC",41,431,1153,13735,8281,65045,9.5,8.4,12.7
"Griswold","Eastern Region",2014,"Other",6,431,156,13735,797,65045,1.4,1.1,1.2
"Griswold","Eastern Region",2015,"Marijuana, Hashish, THC",30,430,1038,13332,8754,67992,7,7.8,12.9
"Griswold","Eastern Region",2015,"Benzodiazepines",5,430,107,13332,817,67992,1.2,0.8,1.2
"Griswold","Eastern Region",2014,"Crack",9,431,404,13735,2496,65045,2.1,2.9,3.8
"Griswold","Eastern Region",2014,"Benzodiazepines",3,431,109,13735,841,65045,0.7,0.8,1.3
"Griswold","Eastern Region",2016,"Marijuana, Hashish, THC",23,369,999,12737,8159,67054,6.2,7.8,12.2
"Griswold","Eastern Region",2016,"Other",2,369,133,12737,719,67054,0.5,1,1.1
"Griswold","Eastern Region",2016,"Other Opiates and Synthetics",22,369,542,12737,2792,67054,6,4.3,4.2
"Griswold","Eastern Region",2016,"Alcohol",124,369,5318,12737,23336,67054,33.6,41.8,34.8
"Griswold","Eastern Region",2016,"Heroin",188,369,4897,12737,25634,67054,50.9,38.4,38.2
"Griswold","Eastern Region",2016,"Cocaine",6,369,390,12737,2479,67054,1.6,3.1,3.7
"Griswold","Eastern Region",2016,"Benzodiazepines",1,369,104,12737,840,67054,0.3,0.8,1.3
"Griswold","Eastern Region",2016,"Crack",1,369,310,12737,2039,67054,0.3,2.4,3
"Griswold","Eastern Region",2016,"PCP",2,369,44,12737,1056,67054,0.5,0.3,1.6
"Groton","Eastern Region",2014,"Other Opiates and Synthetics",40,553,795,13735,3231,65045,7.2,5.8,5
"Groton","Eastern Region",2014,"Crack",14,553,404,13735,2496,65045,2.5,2.9,3.8
"Groton","Eastern Region",2014,"Benzodiazepines",6,553,109,13735,841,65045,1.1,0.8,1.3
"Groton","Eastern Region",2015,"Benzodiazepines",6,573,107,13332,817,67992,1,0.8,1.2
"Groton","Eastern Region",2014,"PCP",4,553,58,13735,1023,65045,0.7,0.4,1.6
"Groton","Eastern Region",2014,"Alcohol",288,553,6324,13735,24611,65045,52.1,46,37.8
"Groton","Eastern Region",2014,"Heroin",133,553,4277,13735,21053,65045,24.1,31.1,32.4
"Groton","Eastern Region",2014,"Cocaine",20,553,459,13735,2712,65045,3.6,3.3,4.2
"Groton","Eastern Region",2014,"Marijuana, Hashish, THC",43,553,1153,13735,8281,65045,7.8,8.4,12.7
"Groton","Eastern Region",2015,"Marijuana, Hashish, THC",43,573,1038,13332,8754,67992,7.5,7.8,12.9
"Groton","Eastern Region",2015,"Crack",12,573,362,13332,2169,67992,2.1,2.7,3.2
"Groton","Eastern Region",2015,"Heroin",165,573,4615,13332,24247,67992,28.8,34.6,35.7
"Groton","Eastern Region",2015,"Cocaine",19,573,413,13332,2450,67992,3.3,3.1,3.6
"Groton","Eastern Region",2015,"Other Opiates and Synthetics",39,573,707,13332,3209,67992,6.8,5.3,4.7
"Groton","Eastern Region",2015,"Alcohol",282,573,5886,13332,24428,67992,49.2,44.1,35.9
"Groton","Eastern Region",2014,"Other",5,553,156,13735,797,65045,0.9,1.1,1.2
"Groton","Eastern Region",2016,"Heroin",179,553,4897,12737,25634,67054,32.4,38.4,38.2
"Groton","Eastern Region",2016,"Marijuana, Hashish, THC",40,553,999,12737,8159,67054,7.2,7.8,12.2
"Groton","Eastern Region",2015,"Other",6,573,161,13332,856,67992,1,1.2,1.3
"Groton","Eastern Region",2015,"PCP",1,573,43,13332,1062,67992,0.2,0.3,1.6
"Groton","Eastern Region",2016,"Other Opiates and Synthetics",31,553,542,12737,2792,67054,5.6,4.3,4.2
"Groton","Eastern Region",2016,"PCP",4,553,44,12737,1056,67054,0.7,0.3,1.6
"Groton","Eastern Region",2016,"Other",5,553,133,12737,719,67054,0.9,1,1.1
"Groton","Eastern Region",2016,"Alcohol",254,553,5318,12737,23336,67054,45.9,41.8,34.8
"Groton","Eastern Region",2016,"Cocaine",12,553,390,12737,2479,67054,2.2,3.1,3.7
"Groton","Eastern Region",2016,"Crack",21,553,310,12737,2039,67054,3.8,2.4,3
"Groton","Eastern Region",2016,"Benzodiazepines",7,553,104,12737,840,67054,1.3,0.8,1.3
"Guilford","Eastern Region",2014,"Heroin",48,177,4277,13735,21053,65045,27.1,31.1,32.4
"Guilford","Eastern Region",2014,"Other Opiates and Synthetics",14,177,795,13735,3231,65045,7.9,5.8,5
"Guilford","Eastern Region",2014,"Other",1,177,156,13735,797,65045,0.6,1.1,1.2
"Guilford","Eastern Region",2014,"Alcohol",88,177,6324,13735,24611,65045,49.7,46,37.8
"Guilford","Eastern Region",2014,"Benzodiazepines",6,177,109,13735,841,65045,3.4,0.8,1.3
"Guilford","Eastern Region",2014,"Cocaine",8,177,459,13735,2712,65045,4.5,3.3,4.2
"Guilford","Eastern Region",2014,"Marijuana, Hashish, THC",8,177,1153,13735,8281,65045,4.5,8.4,12.7
"Guilford","Eastern Region",2016,"Heroin",83,160,4897,12737,25634,67054,51.9,38.4,38.2
"Guilford","Eastern Region",2016,"Other",1,160,133,12737,719,67054,0.6,1,1.1
"Guilford","Eastern Region",2016,"Alcohol",54,160,5318,12737,23336,67054,33.8,41.8,34.8
"Guilford","Eastern Region",2015,"Other Opiates and Synthetics",16,161,707,13332,3209,67992,9.9,5.3,4.7
"Guilford","Eastern Region",2016,"Other Opiates and Synthetics",10,160,542,12737,2792,67054,6.2,4.3,4.2
"Guilford","Eastern Region",2016,"Marijuana, Hashish, THC",5,160,999,12737,8159,67054,3.1,7.8,12.2
"Guilford","Eastern Region",2014,"Crack",3,177,404,13735,2496,65045,1.7,2.9,3.8
"Guilford","Eastern Region",2016,"Crack",3,160,310,12737,2039,67054,1.9,2.4,3
"Guilford","Eastern Region",2016,"Benzodiazepines",3,160,104,12737,840,67054,1.9,0.8,1.3
"Guilford","Eastern Region",2015,"Benzodiazepines",5,161,107,13332,817,67992,3.1,0.8,1.2
"Guilford","Eastern Region",2015,"Alcohol",62,161,5886,13332,24428,67992,38.5,44.1,35.9
"Guilford","Eastern Region",2015,"Heroin",64,161,4615,13332,24247,67992,39.8,34.6,35.7
"Guilford","Eastern Region",2015,"Marijuana, Hashish, THC",5,161,1038,13332,8754,67992,3.1,7.8,12.9
"Guilford","Eastern Region",2015,"Cocaine",2,161,413,13332,2450,67992,1.2,3.1,3.6
"Guilford","Eastern Region",2015,"Crack",6,161,362,13332,2169,67992,3.7,2.7,3.2
"Guilford","Eastern Region",2016,"Cocaine",1,160,390,12737,2479,67054,0.6,3.1,3.7
"Guilford","Eastern Region",2015,"Other",1,161,161,13332,856,67992,0.6,1.2,1.3
"Guilford","Eastern Region",2014,"PCP",1,177,58,13735,1023,65045,0.6,0.4,1.6
"Haddam","Eastern Region",2014,"Heroin",13,52,4277,13735,21053,65045,25,31.1,32.4
"Haddam","Eastern Region",2016,"Alcohol",42,77,5318,12737,23336,67054,54.5,41.8,34.8
"Haddam","Eastern Region",2014,"Alcohol",21,52,6324,13735,24611,65045,40.4,46,37.8
"Haddam","Eastern Region",2016,"Heroin",22,77,4897,12737,25634,67054,28.6,38.4,38.2
"Haddam","Eastern Region",2016,"Marijuana, Hashish, THC",9,77,999,12737,8159,67054,11.7,7.8,12.2
"Haddam","Eastern Region",2016,"Benzodiazepines",1,77,104,12737,840,67054,1.3,0.8,1.3
"Haddam","Eastern Region",2015,"Marijuana, Hashish, THC",8,95,1038,13332,8754,67992,8.4,7.8,12.9
"Haddam","Eastern Region",2015,"Alcohol",53,95,5886,13332,24428,67992,55.8,44.1,35.9
"Haddam","Eastern Region",2016,"Crack",2,77,310,12737,2039,67054,2.6,2.4,3
"Haddam","Eastern Region",2016,"Other Opiates and Synthetics",1,77,542,12737,2792,67054,1.3,4.3,4.2
"Haddam","Eastern Region",2014,"Marijuana, Hashish, THC",5,52,1153,13735,8281,65045,9.6,8.4,12.7
"Haddam","Eastern Region",2014,"Other Opiates and Synthetics",5,52,795,13735,3231,65045,9.6,5.8,5
"Haddam","Eastern Region",2014,"Other",2,52,156,13735,797,65045,3.8,1.1,1.2
"Haddam","Eastern Region",2014,"Benzodiazepines",1,52,109,13735,841,65045,1.9,0.8,1.3
"Haddam","Eastern Region",2015,"Heroin",26,95,4615,13332,24247,67992,27.4,34.6,35.7
"Haddam","Eastern Region",2015,"Other",3,95,161,13332,856,67992,3.2,1.2,1.3
"Haddam","Eastern Region",2014,"Cocaine",5,52,459,13735,2712,65045,9.6,3.3,4.2
"Haddam","Eastern Region",2015,"Other Opiates and Synthetics",3,95,707,13332,3209,67992,3.2,5.3,4.7
"Haddam","Eastern Region",2015,"Cocaine",2,95,413,13332,2450,67992,2.1,3.1,3.6
"Hamden","South Central Region",2016,"Cocaine",33,663,485,11087,2479,67054,5,4.4,3.7
"Hamden","South Central Region",2015,"Heroin",236,727,3629,11215,24247,67992,32.5,32.4,35.7
"Hamden","South Central Region",2014,"Benzodiazepines",32,722,281,10142,841,65045,4.4,2.8,1.3
"Hamden","South Central Region",2015,"Cocaine",27,727,420,11215,2450,67992,3.7,3.7,3.6
"Hamden","South Central Region",2014,"Cocaine",32,722,411,10142,2712,65045,4.4,4.1,4.2
"Hamden","South Central Region",2014,"Alcohol",259,722,3477,10142,24611,65045,35.9,34.3,37.8
"Hamden","South Central Region",2015,"Alcohol",248,727,3933,11215,24428,67992,34.1,35.1,35.9
"Hamden","South Central Region",2016,"Heroin",195,663,3851,11087,25634,67054,29.4,34.7,38.2
"Hamden","South Central Region",2015,"Marijuana, Hashish, THC",102,727,1381,11215,8754,67992,14,12.3,12.9
"Hamden","South Central Region",2015,"Other Opiates and Synthetics",47,727,699,11215,3209,67992,6.5,6.2,4.7
"Hamden","South Central Region",2016,"Marijuana, Hashish, THC",114,663,1502,11087,8159,67054,17.2,13.5,12.2
"Hamden","South Central Region",2016,"Other",13,663,175,11087,719,67054,2,1.6,1.1
"Hamden","South Central Region",2016,"PCP",16,663,275,11087,1056,67054,2.4,2.5,1.6
"Hamden","South Central Region",2016,"Other Opiates and Synthetics",46,663,638,11087,2792,67054,6.9,5.8,4.2
"Hamden","South Central Region",2014,"Marijuana, Hashish, THC",98,722,1356,10142,8281,65045,13.6,13.4,12.7
"Hamden","South Central Region",2014,"Other",11,722,168,10142,797,65045,1.5,1.7,1.2
"Hamden","South Central Region",2014,"Crack",20,722,514,10142,2496,65045,2.8,5.1,3.8
"Hamden","South Central Region",2014,"Heroin",215,722,2974,10142,21053,65045,29.8,29.3,32.4
"Hamden","South Central Region",2015,"Benzodiazepines",12,727,278,11215,817,67992,1.7,2.5,1.2
"Hamden","South Central Region",2015,"Crack",22,727,424,11215,2169,67992,3,3.8,3.2
"Hamden","South Central Region",2016,"Alcohol",220,663,3516,11087,23336,67054,33.2,31.7,34.8
"Hamden","South Central Region",2016,"Crack",12,663,388,11087,2039,67054,1.8,3.5,3
"Hamden","South Central Region",2015,"PCP",16,727,242,11215,1062,67992,2.2,2.2,1.6
"Hamden","South Central Region",2014,"Other Opiates and Synthetics",39,722,717,10142,3231,65045,5.4,7.1,5
"Hamden","South Central Region",2014,"PCP",16,722,244,10142,1023,65045,2.2,2.4,1.6
"Hamden","South Central Region",2015,"Other",17,727,209,11215,856,67992,2.3,1.9,1.3
"Hamden","South Central Region",2016,"Benzodiazepines",14,663,257,11087,840,67054,2.1,2.3,1.3
"Hartford","North Central Region",2015,"Other Opiates and Synthetics",81,7063,261,12409,3209,67992,1.1,2.1,4.7
"Hartford","North Central Region",2015,"PCP",228,7063,301,12409,1062,67992,3.2,2.4,1.6
"Hartford","North Central Region",2015,"Other",71,7063,126,12409,856,67992,1,1,1.3
"Hartford","North Central Region",2015,"Alcohol",2107,7063,4350,12409,24428,67992,29.8,35.1,35.9
"Hartford","North Central Region",2015,"Cocaine",298,7063,433,12409,2450,67992,4.2,3.5,3.6
"Hartford","North Central Region",2015,"Marijuana, Hashish, THC",1219,7063,1741,12409,8754,67992,17.3,14,12.9
"Hartford","North Central Region",2015,"Benzodiazepines",27,7063,60,12409,817,67992,0.4,0.5,1.2
"Hartford","North Central Region",2016,"Marijuana, Hashish, THC",1104,6741,1527,11955,8159,67054,16.4,12.8,12.2
"Hartford","North Central Region",2015,"Crack",297,7063,393,12409,2169,67992,4.2,3.2,3.2
"Hartford","North Central Region",2016,"Other",63,6741,119,11955,719,67054,0.9,1,1.1
"Hartford","North Central Region",2016,"Other Opiates and Synthetics",85,6741,236,11955,2792,67054,1.3,2,4.2
"Hartford","North Central Region",2016,"Heroin",2588,6741,4658,11955,25634,67054,38.4,39,38.2
"Hartford","North Central Region",2014,"Benzodiazepines",31,6702,91,12451,841,65045,0.5,0.7,1.3
"Hartford","North Central Region",2014,"Cocaine",301,6702,512,12451,2712,65045,4.5,4.1,4.2
"Hartford","North Central Region",2014,"Crack",331,6702,501,12451,2496,65045,4.9,4,3.8
"Hartford","North Central Region",2015,"Heroin",2735,7063,4744,12409,24247,67992,38.7,38.2,35.7
"Hartford","North Central Region",2016,"PCP",222,6741,277,11955,1056,67054,3.3,2.3,1.6
"Hartford","North Central Region",2014,"Alcohol",2116,6702,4698,12451,24611,65045,31.6,37.7,37.8
"Hartford","North Central Region",2014,"Marijuana, Hashish, THC",1123,6702,1627,12451,8281,65045,16.8,13.1,12.7
"Hartford","North Central Region",2016,"Alcohol",2174,6741,4311,11955,23336,67054,32.3,36.1,34.8
"Hartford","North Central Region",2016,"Cocaine",243,6741,386,11955,2479,67054,3.6,3.2,3.7
"Hartford","North Central Region",2016,"Crack",247,6741,387,11955,2039,67054,3.7,3.2,3
"Hartford","North Central Region",2014,"Other",54,6702,100,12451,797,65045,0.8,0.8,1.2
"Hartford","North Central Region",2014,"Heroin",2468,6702,4391,12451,21053,65045,36.8,35.3,32.4
"Hartford","North Central Region",2014,"PCP",196,6702,244,12451,1023,65045,2.9,2,1.6
"Hartford","North Central Region",2014,"Other Opiates and Synthetics",82,6702,287,12451,3231,65045,1.2,2.3,5
"Hartford","North Central Region",2016,"Benzodiazepines",15,6741,54,11955,840,67054,0.2,0.5,1.3
"Harwinton","Western Region",2015,"Alcohol",13,31,4216,12679,24428,67992,41.9,33.3,35.9
"Harwinton","Western Region",2014,"Marijuana, Hashish, THC",2,21,1521,11656,8281,65045,9.5,13,12.7
"Harwinton","Western Region",2015,"Heroin",15,31,4773,12679,24247,67992,48.4,37.6,35.7
"Harwinton","Western Region",2014,"Heroin",9,21,3897,11656,21053,65045,42.9,33.4,32.4
"Harwinton","Western Region",2014,"Alcohol",8,21,4225,11656,24611,65045,38.1,36.2,37.8
"Harwinton","Western Region",2015,"Marijuana, Hashish, THC",3,31,1743,12679,8754,67992,9.7,13.7,12.9
"Harwinton","Western Region",2014,"Cocaine",2,21,534,11656,2712,65045,9.5,4.6,4.2
"Hebron","North Central Region",2014,"Benzodiazepines",1,92,91,12451,841,65045,1.1,0.7,1.3
"Hebron","North Central Region",2014,"Alcohol",44,92,4698,12451,24611,65045,47.8,37.7,37.8
"Hebron","North Central Region",2014,"Heroin",25,92,4391,12451,21053,65045,27.2,35.3,32.4
"Hebron","North Central Region",2014,"Cocaine",7,92,512,12451,2712,65045,7.6,4.1,4.2
"Hebron","North Central Region",2016,"Heroin",33,78,4658,11955,25634,67054,42.3,39,38.2
"Hebron","North Central Region",2014,"Marijuana, Hashish, THC",11,92,1627,12451,8281,65045,12,13.1,12.7
"Hebron","North Central Region",2014,"Other Opiates and Synthetics",3,92,287,12451,3231,65045,3.3,2.3,5
"Hebron","North Central Region",2015,"Alcohol",36,67,4350,12409,24428,67992,53.7,35.1,35.9
"Hebron","North Central Region",2016,"Alcohol",35,78,4311,11955,23336,67054,44.9,36.1,34.8
"Hebron","North Central Region",2016,"Benzodiazepines",2,78,54,11955,840,67054,2.6,0.5,1.3
"Hebron","North Central Region",2016,"Cocaine",1,78,386,11955,2479,67054,1.3,3.2,3.7
"Hebron","North Central Region",2015,"Heroin",18,67,4744,12409,24247,67992,26.9,38.2,35.7
"Hebron","North Central Region",2015,"Other",3,67,126,12409,856,67992,4.5,1,1.3
"Hebron","North Central Region",2016,"Crack",4,78,387,11955,2039,67054,5.1,3.2,3
"Hebron","North Central Region",2014,"Crack",1,92,501,12451,2496,65045,1.1,4,3.8
"Hebron","North Central Region",2015,"Other Opiates and Synthetics",5,67,261,12409,3209,67992,7.5,2.1,4.7
"Hebron","North Central Region",2016,"Marijuana, Hashish, THC",3,78,1527,11955,8159,67054,3.8,12.8,12.2
"Hebron","North Central Region",2015,"Marijuana, Hashish, THC",5,67,1741,12409,8754,67992,7.5,14,12.9
"Kent","Western Region",2015,"Alcohol",30,60,4216,12679,24428,67992,50,33.3,35.9
"Kent","Western Region",2014,"Heroin",13,81,3897,11656,21053,65045,16,33.4,32.4
"Kent","Western Region",2015,"Other Opiates and Synthetics",3,60,684,12679,3209,67992,5,5.4,4.7
"Kent","Western Region",2015,"Cocaine",3,60,435,12679,2450,67992,5,3.4,3.6
"Kent","Western Region",2014,"Alcohol",51,81,4225,11656,24611,65045,63,36.2,37.8
"Kent","Western Region",2016,"Alcohol",50,69,4390,13371,23336,67054,72.5,32.8,34.8
"Kent","Western Region",2016,"Benzodiazepines",1,69,161,13371,840,67054,1.4,1.2,1.3
"Kent","Western Region",2016,"Heroin",15,69,5285,13371,25634,67054,21.7,39.5,38.2
"Kent","Western Region",2015,"Heroin",19,60,4773,12679,24247,67992,31.7,37.6,35.7
"Kent","Western Region",2015,"PCP",2,60,119,12679,1062,67992,3.3,0.9,1.6
"Kent","Western Region",2014,"Benzodiazepines",1,81,130,11656,841,65045,1.2,1.1,1.3
"Kent","Western Region",2015,"Marijuana, Hashish, THC",1,60,1743,12679,8754,67992,1.7,13.7,12.9
"Kent","Western Region",2014,"Other Opiates and Synthetics",6,81,620,11656,3231,65045,7.4,5.3,5
