"Town","FIPS","Year","Gender","Measure Type","Variable","Value","Region"
"Killingworth",900740710,"2012-2016","Total","Number","Employed or Enrolled Youth",302,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","Number","Margins of Error",115,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Killingworth",900740710,"2012-2016","Total","Percent","Margins of Error",51.85,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","Number","Employed or Enrolled Youth",162,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","Number","Margins of Error",83,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Killingworth",900740710,"2012-2016","Female","Percent","Margins of Error",71.7,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","Number","Employed or Enrolled Youth",140,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","Number","Margins of Error",80,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Killingworth",900740710,"2012-2016","Male","Percent","Margins of Error",78.67,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","Number","Employed or Enrolled Youth",340,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","Number","Margins of Error",139,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","Percent","Employed or Enrolled Youth",99.71,"Eastern Region"
"Lebanon",901142390,"2012-2016","Total","Percent","Margins of Error",56.92,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","Number","Employed or Enrolled Youth",146,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","Number","Margins of Error",98,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Lebanon",901142390,"2012-2016","Female","Percent","Margins of Error",93.48,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","Number","Employed or Enrolled Youth",194,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","Number","Margins of Error",98,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","Percent","Employed or Enrolled Youth",99.49,"Eastern Region"
"Lebanon",901142390,"2012-2016","Male","Percent","Margins of Error",74.33,"Eastern Region"
"Ledyard",901142600,"2012-2016","Total","Number","Employed or Enrolled Youth",652,"Eastern Region"
"Ledyard",901142600,"2012-2016","Total","Number","Margins of Error",182,"Eastern Region"
"Ledyard",901142600,"2012-2016","Total","Percent","Employed or Enrolled Youth",92.48,"Eastern Region"
"Ledyard",901142600,"2012-2016","Total","Percent","Margins of Error",34.87,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","Number","Employed or Enrolled Youth",409,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","Number","Margins of Error",147,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","Percent","Employed or Enrolled Youth",91.91,"Eastern Region"
"Ledyard",901142600,"2012-2016","Female","Percent","Margins of Error",44.76,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","Number","Employed or Enrolled Youth",243,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","Number","Margins of Error",107,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","Percent","Employed or Enrolled Youth",93.46,"Eastern Region"
"Ledyard",901142600,"2012-2016","Male","Percent","Margins of Error",50.91,"Eastern Region"
"Lisbon",901143230,"2012-2016","Total","Number","Employed or Enrolled Youth",281,"Eastern Region"
"Lisbon",901143230,"2012-2016","Total","Number","Margins of Error",100,"Eastern Region"
"Lisbon",901143230,"2012-2016","Total","Percent","Employed or Enrolled Youth",93.05,"Eastern Region"
"Lisbon",901143230,"2012-2016","Total","Percent","Margins of Error",44.67,"Eastern Region"
"Lisbon",901143230,"2012-2016","Female","Number","Employed or Enrolled Youth",163,"Eastern Region"
"Lisbon",901143230,"2012-2016","Female","Number","Margins of Error",79,"Eastern Region"
"Lisbon",901143230,"2012-2016","Female","Percent","Employed or Enrolled Youth",88.59,"Eastern Region"
"Lisbon",901143230,"2012-2016","Female","Percent","Margins of Error",57.6,"Eastern Region"
"Lisbon",901143230,"2012-2016","Male","Number","Employed or Enrolled Youth",118,"Eastern Region"
"Lisbon",901143230,"2012-2016","Male","Number","Margins of Error",62,"Eastern Region"
"Lisbon",901143230,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Lisbon",901143230,"2012-2016","Male","Percent","Margins of Error",73.12,"Eastern Region"
"Litchfield",900543370,"2012-2016","Total","Number","Employed or Enrolled Youth",477,"Western Region"
"Litchfield",900543370,"2012-2016","Total","Number","Margins of Error",137,"Western Region"
"Litchfield",900543370,"2012-2016","Total","Percent","Employed or Enrolled Youth",94.83,"Western Region"
"Litchfield",900543370,"2012-2016","Total","Percent","Margins of Error",37.45,"Western Region"
"Litchfield",900543370,"2012-2016","Female","Number","Employed or Enrolled Youth",203,"Western Region"
"Litchfield",900543370,"2012-2016","Female","Number","Margins of Error",83,"Western Region"
"Litchfield",900543370,"2012-2016","Female","Percent","Employed or Enrolled Youth",93.98,"Western Region"
"Litchfield",900543370,"2012-2016","Female","Percent","Margins of Error",52,"Western Region"
"Litchfield",900543370,"2012-2016","Male","Number","Employed or Enrolled Youth",274,"Western Region"
"Litchfield",900543370,"2012-2016","Male","Number","Margins of Error",110,"Western Region"
"Litchfield",900543370,"2012-2016","Male","Percent","Employed or Enrolled Youth",95.47,"Western Region"
"Litchfield",900543370,"2012-2016","Male","Percent","Margins of Error",51.55,"Western Region"
"Lyme",901144210,"2012-2016","Total","Number","Employed or Enrolled Youth",64,"Eastern Region"
"Lyme",901144210,"2012-2016","Total","Number","Margins of Error",32,"Eastern Region"
"Lyme",901144210,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Lyme",901144210,"2012-2016","Total","Percent","Margins of Error",61.34,"Eastern Region"
"Lyme",901144210,"2012-2016","Female","Number","Employed or Enrolled Youth",15,"Eastern Region"
"Lyme",901144210,"2012-2016","Female","Number","Margins of Error",21,"Eastern Region"
"Lyme",901144210,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Lyme",901144210,"2012-2016","Female","Percent","Margins of Error",160,"Eastern Region"
"Lyme",901144210,"2012-2016","Male","Number","Employed or Enrolled Youth",49,"Eastern Region"
"Lyme",901144210,"2012-2016","Male","Number","Margins of Error",24,"Eastern Region"
"Lyme",901144210,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Lyme",901144210,"2012-2016","Male","Percent","Margins of Error",65.21,"Eastern Region"
"Madison",900944560,"2012-2016","Total","Number","Employed or Enrolled Youth",982,"Eastern Region"
"Madison",900944560,"2012-2016","Total","Number","Margins of Error",187,"Eastern Region"
"Madison",900944560,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.94,"Eastern Region"
"Madison",900944560,"2012-2016","Total","Percent","Margins of Error",27.07,"Eastern Region"
"Madison",900944560,"2012-2016","Female","Number","Employed or Enrolled Youth",515,"Eastern Region"
"Madison",900944560,"2012-2016","Female","Number","Margins of Error",136,"Eastern Region"
"Madison",900944560,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Madison",900944560,"2012-2016","Female","Percent","Margins of Error",38.75,"Eastern Region"
"Madison",900944560,"2012-2016","Male","Number","Employed or Enrolled Youth",467,"Eastern Region"
"Madison",900944560,"2012-2016","Male","Number","Margins of Error",128,"Eastern Region"
"Madison",900944560,"2012-2016","Male","Percent","Employed or Enrolled Youth",93.78,"Eastern Region"
"Madison",900944560,"2012-2016","Male","Percent","Margins of Error",35.39,"Eastern Region"
"Manchester",900344700,"2012-2016","Total","Number","Employed or Enrolled Youth",2034,"North Central Region"
"Manchester",900344700,"2012-2016","Total","Number","Margins of Error",300,"North Central Region"
"Manchester",900344700,"2012-2016","Total","Percent","Employed or Enrolled Youth",94.6,"North Central Region"
"Manchester",900344700,"2012-2016","Total","Percent","Margins of Error",18.97,"North Central Region"
"Manchester",900344700,"2012-2016","Female","Number","Employed or Enrolled Youth",1097,"North Central Region"
"Manchester",900344700,"2012-2016","Female","Number","Margins of Error",190,"North Central Region"
"Manchester",900344700,"2012-2016","Female","Percent","Employed or Enrolled Youth",94.9,"North Central Region"
"Manchester",900344700,"2012-2016","Female","Percent","Margins of Error",22.44,"North Central Region"
"Manchester",900344700,"2012-2016","Male","Number","Employed or Enrolled Youth",937,"North Central Region"
"Manchester",900344700,"2012-2016","Male","Number","Margins of Error",232,"North Central Region"
"Manchester",900344700,"2012-2016","Male","Percent","Employed or Enrolled Youth",94.27,"North Central Region"
"Manchester",900344700,"2012-2016","Male","Percent","Margins of Error",32.74,"North Central Region"
"Mansfield",901344910,"2012-2016","Total","Number","Employed or Enrolled Youth",7086,"Eastern Region"
"Mansfield",901344910,"2012-2016","Total","Number","Margins of Error",547,"Eastern Region"
"Mansfield",901344910,"2012-2016","Total","Percent","Employed or Enrolled Youth",99.83,"Eastern Region"
"Mansfield",901344910,"2012-2016","Total","Percent","Margins of Error",11.17,"Eastern Region"
"Mansfield",901344910,"2012-2016","Female","Number","Employed or Enrolled Youth",3653,"Eastern Region"
"Mansfield",901344910,"2012-2016","Female","Number","Margins of Error",400,"Eastern Region"
"Mansfield",901344910,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Mansfield",901344910,"2012-2016","Female","Percent","Margins of Error",15,"Eastern Region"
"Mansfield",901344910,"2012-2016","Male","Number","Employed or Enrolled Youth",3433,"Eastern Region"
"Mansfield",901344910,"2012-2016","Male","Number","Margins of Error",373,"Eastern Region"
"Mansfield",901344910,"2012-2016","Male","Percent","Employed or Enrolled Youth",99.65,"Eastern Region"
"Mansfield",901344910,"2012-2016","Male","Percent","Margins of Error",15.19,"Eastern Region"
"Marlborough",900345820,"2012-2016","Total","Number","Employed or Enrolled Youth",469,"North Central Region"
"Marlborough",900345820,"2012-2016","Total","Number","Margins of Error",182,"North Central Region"
"Marlborough",900345820,"2012-2016","Total","Percent","Employed or Enrolled Youth",92.87,"North Central Region"
"Marlborough",900345820,"2012-2016","Total","Percent","Margins of Error",56.52,"North Central Region"
"Marlborough",900345820,"2012-2016","Female","Number","Employed or Enrolled Youth",146,"North Central Region"
"Marlborough",900345820,"2012-2016","Female","Number","Margins of Error",116,"North Central Region"
"Marlborough",900345820,"2012-2016","Female","Percent","Employed or Enrolled Youth",80.22,"North Central Region"
"Marlborough",900345820,"2012-2016","Female","Percent","Margins of Error",86.11,"North Central Region"
"Marlborough",900345820,"2012-2016","Male","Number","Employed or Enrolled Youth",323,"North Central Region"
"Marlborough",900345820,"2012-2016","Male","Number","Margins of Error",140,"North Central Region"
"Marlborough",900345820,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"North Central Region"
"Marlborough",900345820,"2012-2016","Male","Percent","Margins of Error",61.35,"North Central Region"
"Meriden",900946520,"2012-2016","Total","Number","Employed or Enrolled Youth",2331,"Central Region"
"Meriden",900946520,"2012-2016","Total","Number","Margins of Error",314,"Central Region"
"Meriden",900946520,"2012-2016","Total","Percent","Employed or Enrolled Youth",95.3,"Central Region"
"Meriden",900946520,"2012-2016","Total","Percent","Margins of Error",18.32,"Central Region"
"Meriden",900946520,"2012-2016","Female","Number","Employed or Enrolled Youth",1204,"Central Region"
"Meriden",900946520,"2012-2016","Female","Number","Margins of Error",218,"Central Region"
"Meriden",900946520,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.65,"Central Region"
"Meriden",900946520,"2012-2016","Female","Percent","Margins of Error",25.31,"Central Region"
"Meriden",900946520,"2012-2016","Male","Number","Employed or Enrolled Youth",1127,"Central Region"
"Meriden",900946520,"2012-2016","Male","Number","Margins of Error",226,"Central Region"
"Meriden",900946520,"2012-2016","Male","Percent","Employed or Enrolled Youth",92.91,"Central Region"
"Meriden",900946520,"2012-2016","Male","Percent","Margins of Error",25.89,"Central Region"
"Middlebury",900946940,"2012-2016","Total","Number","Employed or Enrolled Youth",352,"Western Region"
"Middlebury",900946940,"2012-2016","Total","Number","Margins of Error",117,"Western Region"
"Middlebury",900946940,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Western Region"
"Middlebury",900946940,"2012-2016","Total","Percent","Margins of Error",42.89,"Western Region"
"Middlebury",900946940,"2012-2016","Female","Number","Employed or Enrolled Youth",197,"Western Region"
"Middlebury",900946940,"2012-2016","Female","Number","Margins of Error",90,"Western Region"
"Middlebury",900946940,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Middlebury",900946940,"2012-2016","Female","Percent","Margins of Error",63.64,"Western Region"
"Middlebury",900946940,"2012-2016","Male","Number","Employed or Enrolled Youth",155,"Western Region"
"Middlebury",900946940,"2012-2016","Male","Number","Margins of Error",75,"Western Region"
"Middlebury",900946940,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Western Region"
"Middlebury",900946940,"2012-2016","Male","Percent","Margins of Error",66.61,"Western Region"
"Middlefield",900747080,"2012-2016","Total","Number","Employed or Enrolled Youth",184,"Eastern Region"
"Middlefield",900747080,"2012-2016","Total","Number","Margins of Error",92,"Eastern Region"
"Middlefield",900747080,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Middlefield",900747080,"2012-2016","Total","Percent","Margins of Error",68.99,"Eastern Region"
