"Town","FIPS","Year","Measure Period","Indicator","Measure Type","Variable","Value","Region"
"Canaan",900510940,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",1,"Western Region"
"Canaan",900510940,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",1,"Western Region"
"Canaan",900510940,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",1,"Western Region"
"Canaan",900510940,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Canaan",900510940,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",4,"Western Region"
"Canaan",900510940,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",4,"Western Region"
"Canaan",900510940,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",4,"Western Region"
"Canaan",900510940,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",5,"Western Region"
"Canaan",900510940,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",5,"Western Region"
"Canaan",900510940,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Western Region"
"Canaan",900510940,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",3,"Western Region"
"Canaan",900510940,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",2,"Western Region"
"Canaan",900510940,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",2,"Western Region"
"Canaan",900510940,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",4,"Western Region"
"Canaan",900510940,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",4,"Western Region"
"Canaan",900510940,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Western Region"
"Canaan",900510940,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",3,"Western Region"
"Canaan",900510940,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",4,"Western Region"
"Canaan",900510940,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",2,"Western Region"
"Canaan",900510940,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",3,"Western Region"
"Canaan",900510940,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",3,"Western Region"
"Canaan",900510940,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Canaan",900510940,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",5,"Western Region"
"Canaan",900510940,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",4,"Western Region"
"Canaan",900510940,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",2,"Western Region"
"Canaan",900510940,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",3,"Western Region"
"Canaan",900510940,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",3,"Western Region"
"Canaan",900510940,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Canaan",900510940,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",2,"Western Region"
"Canaan",900510940,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",2,"Western Region"
"Canaan",900510940,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",1,"Western Region"
"Canaan",900510940,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",4,"Western Region"
"Canaan",900510940,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",4,"Western Region"
"Canaan",900510940,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Western Region"
"Canaan",900510940,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",6,"Western Region"
"Canaan",900510940,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",6,"Western Region"
"Canaan",900510940,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",5,"Western Region"
"Canaan",900510940,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",4,"Western Region"
"Canaan",900510940,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",4,"Western Region"
"Canaan",900510940,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region"
"Canaan",900510940,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",5,"Western Region"
"Canaan",900510940,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",5,"Western Region"
"Canaan",900510940,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",4,"Western Region"
"Canaan",900510940,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",7,"Western Region"
"Canaan",900510940,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",7,"Western Region"
"Canaan",900510940,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",3,"Western Region"
"Canaan",900510940,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",6,"Western Region"
"Canaan",900510940,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",6,"Western Region"
"Canaan",900510940,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",3,"Western Region"
"Canaan",900510940,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",8,"Western Region"
"Canaan",900510940,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",7,"Western Region"
"Canaan",900510940,2016,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",4,"Western Region"
"Canterbury",901512130,2005,"Calendar Year","Referrals","Number","Birth to Three Indicators",11,"Eastern Region"
"Canterbury",901512130,2005,"Calendar Year","Evaluations","Number","Birth to Three Indicators",9,"Eastern Region"
"Canterbury",901512130,2005,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",5,"Eastern Region"
"Canterbury",901512130,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",6,"Eastern Region"
"Canterbury",901512130,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",6,"Eastern Region"
"Canterbury",901512130,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Eastern Region"
"Canterbury",901512130,2006,"Calendar Year","Referrals","Number","Birth to Three Indicators",13,"Eastern Region"
"Canterbury",901512130,2006,"Calendar Year","Evaluations","Number","Birth to Three Indicators",10,"Eastern Region"
"Canterbury",901512130,2006,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",4,"Eastern Region"
"Canterbury",901512130,2006,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",8,"Eastern Region"
"Canterbury",901512130,2006,"Calendar Year","Total Served","Number","Birth to Three Indicators",8,"Eastern Region"
"Canterbury",901512130,2006,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Eastern Region"
"Canterbury",901512130,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",12,"Eastern Region"
"Canterbury",901512130,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",13,"Eastern Region"
"Canterbury",901512130,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",7,"Eastern Region"
"Canterbury",901512130,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",12,"Eastern Region"
"Canterbury",901512130,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",10,"Eastern Region"
"Canterbury",901512130,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"Eastern Region"
"Canterbury",901512130,2008,"Calendar Year","Referrals","Number","Birth to Three Indicators",12,"Eastern Region"
"Canterbury",901512130,2008,"Calendar Year","Evaluations","Number","Birth to Three Indicators",13,"Eastern Region"
"Canterbury",901512130,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",7,"Eastern Region"
"Canterbury",901512130,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",13,"Eastern Region"
"Canterbury",901512130,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",12,"Eastern Region"
"Canterbury",901512130,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",3,"Eastern Region"
"Canterbury",901512130,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",4,"Eastern Region"
"Canterbury",901512130,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",1,"Eastern Region"
"Canterbury",901512130,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",1,"Eastern Region"
"Canterbury",901512130,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",6,"Eastern Region"
"Canterbury",901512130,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",6,"Eastern Region"
"Canterbury",901512130,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Eastern Region"
"Canterbury",901512130,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",10,"Eastern Region"
"Canterbury",901512130,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",9,"Eastern Region"
"Canterbury",901512130,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",6,"Eastern Region"
"Canterbury",901512130,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",10,"Eastern Region"
"Canterbury",901512130,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",9,"Eastern Region"
"Canterbury",901512130,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",5,"Eastern Region"
"Canterbury",901512130,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",8,"Eastern Region"
"Canterbury",901512130,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",10,"Eastern Region"
"Canterbury",901512130,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",7,"Eastern Region"
"Canterbury",901512130,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",10,"Eastern Region"
"Canterbury",901512130,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",10,"Eastern Region"
"Canterbury",901512130,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Eastern Region"
"Canterbury",901512130,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",8,"Eastern Region"
"Canterbury",901512130,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",7,"Eastern Region"
"Canterbury",901512130,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",3,"Eastern Region"
"Canterbury",901512130,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",7,"Eastern Region"
"Canterbury",901512130,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",7,"Eastern Region"
"Canterbury",901512130,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Eastern Region"
"Canterbury",901512130,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",10,"Eastern Region"
"Canterbury",901512130,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",9,"Eastern Region"
"Canterbury",901512130,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",6,"Eastern Region"
"Canterbury",901512130,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",9,"Eastern Region"
"Canterbury",901512130,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",8,"Eastern Region"
"Canterbury",901512130,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",3,"Eastern Region"
"Canterbury",901512130,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",5,"Eastern Region"
"Canterbury",901512130,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",5,"Eastern Region"
"Canterbury",901512130,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",5,"Eastern Region"
