"Town","Year","FIPS","Indicator","Measure Type","Variable","Value","Region","Total Births"
"East Haven",2013,900922910,"Individual Family Service Plans","Percent","Birth to Three Indicators",14.12,"South Central Region",262
"East Haven",2013,900922910,"Evaluations","Number","Birth to Three Indicators",56,"South Central Region",262
"East Haven",2013,900922910,"Evaluations","Percent","Birth to Three Indicators",21.37,"South Central Region",262
"East Haven",2013,900922910,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",47.5,"South Central Region",262
"East Haven",2013,900922910,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"South Central Region",262
"East Lyme",2013,901123400,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",7.35,"Eastern Region",136
"East Lyme",2013,901123400,"Individual Family Service Plans","Percent","Birth to Three Indicators",11.03,"Eastern Region",136
"East Lyme",2013,901123400,"Referrals","Number","Birth to Three Indicators",27,"Eastern Region",136
"East Lyme",2013,901123400,"Referred that are Evaluated","Percent","Birth to Three Indicators",92.59,"Eastern Region",136
"East Lyme",2013,901123400,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",62.5,"Eastern Region",136
"East Lyme",2013,901123400,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Eastern Region",136
"East Lyme",2013,901123400,"Total Eligible","Number","Birth to Three Indicators",16,"Eastern Region",136
"East Lyme",2013,901123400,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",93.75,"Eastern Region",136
"East Lyme",2013,901123400,"Evaluations","Number","Birth to Three Indicators",25,"Eastern Region",136
"East Lyme",2013,901123400,"Referrals","Percent","Birth to Three Indicators",19.85,"Eastern Region",136
"East Lyme",2013,901123400,"Total Served","Percent","Birth to Three Indicators",11.03,"Eastern Region",136
"East Lyme",2013,901123400,"Evaluations","Percent","Birth to Three Indicators",18.38,"Eastern Region",136
"East Lyme",2013,901123400,"Total Eligible","Percent","Birth to Three Indicators",11.76,"Eastern Region",136
"East Lyme",2013,901123400,"Evaluated that are Eligible","Percent","Birth to Three Indicators",64,"Eastern Region",136
"East Lyme",2013,901123400,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",10,"Eastern Region",136
"East Lyme",2013,901123400,"Individual Family Service Plans","Number","Birth to Three Indicators",15,"Eastern Region",136
"East Lyme",2013,901123400,"Total Served","Number","Birth to Three Indicators",15,"Eastern Region",136
"Easton",2013,900123890,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Southwest Region",42
"Easton",2013,900123890,"Evaluations","Percent","Birth to Three Indicators",30.95,"Southwest Region",42
"Easton",2013,900123890,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",37.5,"Southwest Region",42
"Easton",2013,900123890,"Evaluated that are Eligible","Percent","Birth to Three Indicators",61.54,"Southwest Region",42
"Easton",2013,900123890,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Southwest Region",42
"Easton",2013,900123890,"Total Eligible","Percent","Birth to Three Indicators",19.05,"Southwest Region",42
"Easton",2013,900123890,"Total Eligible","Number","Birth to Three Indicators",8,"Southwest Region",42
"Easton",2013,900123890,"Total Served","Percent","Birth to Three Indicators",16.67,"Southwest Region",42
"Easton",2013,900123890,"IFSP Receiving Services","Percent","Birth to Three Indicators",87.5,"Southwest Region",42
"Easton",2013,900123890,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",3,"Southwest Region",42
"Easton",2013,900123890,"Referrals","Number","Birth to Three Indicators",13,"Southwest Region",42
"Easton",2013,900123890,"Referrals","Percent","Birth to Three Indicators",30.95,"Southwest Region",42
"Easton",2013,900123890,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",7.14,"Southwest Region",42
"Easton",2013,900123890,"Individual Family Service Plans","Number","Birth to Three Indicators",8,"Southwest Region",42
"Easton",2013,900123890,"Individual Family Service Plans","Percent","Birth to Three Indicators",19.05,"Southwest Region",42
"Easton",2013,900123890,"Total Served","Number","Birth to Three Indicators",7,"Southwest Region",42
"Easton",2013,900123890,"Evaluations","Number","Birth to Three Indicators",13,"Southwest Region",42
"East Windsor",2013,900324800,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",57.14,"North Central Region",124
"East Windsor",2013,900324800,"Total Served","Percent","Birth to Three Indicators",16.13,"North Central Region",124
"East Windsor",2013,900324800,"Evaluations","Number","Birth to Three Indicators",28,"North Central Region",124
"East Windsor",2013,900324800,"Total Served","Number","Birth to Three Indicators",20,"North Central Region",124
"East Windsor",2013,900324800,"Total Eligible","Percent","Birth to Three Indicators",16.94,"North Central Region",124
"East Windsor",2013,900324800,"Individual Family Service Plans","Percent","Birth to Three Indicators",16.13,"North Central Region",124
"East Windsor",2013,900324800,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",95.24,"North Central Region",124
"East Windsor",2013,900324800,"Referrals","Number","Birth to Three Indicators",33,"North Central Region",124
"East Windsor",2013,900324800,"Individual Family Service Plans","Number","Birth to Three Indicators",20,"North Central Region",124
"East Windsor",2013,900324800,"Referrals","Percent","Birth to Three Indicators",26.61,"North Central Region",124
"East Windsor",2013,900324800,"Total Eligible","Number","Birth to Three Indicators",21,"North Central Region",124
"East Windsor",2013,900324800,"Evaluations","Percent","Birth to Three Indicators",22.58,"North Central Region",124
"East Windsor",2013,900324800,"Referred that are Evaluated","Percent","Birth to Three Indicators",84.85,"North Central Region",124
"East Windsor",2013,900324800,"Evaluated that are Eligible","Percent","Birth to Three Indicators",75,"North Central Region",124
"East Windsor",2013,900324800,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",9.68,"North Central Region",124
"East Windsor",2013,900324800,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",12,"North Central Region",124
"East Windsor",2013,900324800,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"North Central Region",124
"Ellington",2013,901325360,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"North Central Region",151
"Ellington",2013,901325360,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",89.47,"North Central Region",151
"Ellington",2013,901325360,"Individual Family Service Plans","Number","Birth to Three Indicators",17,"North Central Region",151
"Ellington",2013,901325360,"Total Eligible","Number","Birth to Three Indicators",19,"North Central Region",151
"Ellington",2013,901325360,"Total Served","Number","Birth to Three Indicators",17,"North Central Region",151
"Ellington",2013,901325360,"Individual Family Service Plans","Percent","Birth to Three Indicators",11.26,"North Central Region",151
"Ellington",2013,901325360,"Evaluations","Number","Birth to Three Indicators",34,"North Central Region",151
"Ellington",2013,901325360,"Referrals","Number","Birth to Three Indicators",36,"North Central Region",151
"Ellington",2013,901325360,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",31.58,"North Central Region",151
"Ellington",2013,901325360,"Total Eligible","Percent","Birth to Three Indicators",12.58,"North Central Region",151
"Ellington",2013,901325360,"Evaluated that are Eligible","Percent","Birth to Three Indicators",55.88,"North Central Region",151
"Ellington",2013,901325360,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",3.97,"North Central Region",151
"Ellington",2013,901325360,"Referred that are Evaluated","Percent","Birth to Three Indicators",94.44,"North Central Region",151
"Ellington",2013,901325360,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",6,"North Central Region",151
"Ellington",2013,901325360,"Referrals","Percent","Birth to Three Indicators",23.84,"North Central Region",151
"Ellington",2013,901325360,"Total Served","Percent","Birth to Three Indicators",11.26,"North Central Region",151
"Ellington",2013,901325360,"Evaluations","Percent","Birth to Three Indicators",22.52,"North Central Region",151
"Enfield",2013,900325990,"Referrals","Percent","Birth to Three Indicators",23.2,"North Central Region",375
"Enfield",2013,900325990,"Referrals","Number","Birth to Three Indicators",87,"North Central Region",375
"Enfield",2013,900325990,"Total Served","Number","Birth to Three Indicators",65,"North Central Region",375
"Enfield",2013,900325990,"IFSP Receiving Services","Percent","Birth to Three Indicators",97.01,"North Central Region",375
"Enfield",2013,900325990,"Total Served","Percent","Birth to Three Indicators",17.33,"North Central Region",375
"Enfield",2013,900325990,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",44.93,"North Central Region",375
"Enfield",2013,900325990,"Evaluated that are Eligible","Percent","Birth to Three Indicators",84.15,"North Central Region",375
"Enfield",2013,900325990,"Evaluations","Number","Birth to Three Indicators",82,"North Central Region",375
"Enfield",2013,900325990,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",8.27,"North Central Region",375
"Enfield",2013,900325990,"Total Eligible","Percent","Birth to Three Indicators",18.4,"North Central Region",375
"Enfield",2013,900325990,"Individual Family Service Plans","Percent","Birth to Three Indicators",17.87,"North Central Region",375
"Enfield",2013,900325990,"Referred that are Evaluated","Percent","Birth to Three Indicators",94.25,"North Central Region",375
"Enfield",2013,900325990,"Total Eligible","Number","Birth to Three Indicators",69,"North Central Region",375
"Enfield",2013,900325990,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",97.1,"North Central Region",375
"Enfield",2013,900325990,"Individual Family Service Plans","Number","Birth to Three Indicators",67,"North Central Region",375
"Enfield",2013,900325990,"Evaluations","Percent","Birth to Three Indicators",21.87,"North Central Region",375
"Enfield",2013,900325990,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",31,"North Central Region",375
"Essex",2013,900726270,"Evaluations","Number","Birth to Three Indicators",5,"Eastern Region",29
"Essex",2013,900726270,"Individual Family Service Plans","Percent","Birth to Three Indicators",10.34,"Eastern Region",29
"Essex",2013,900726270,"Evaluations","Percent","Birth to Three Indicators",17.24,"Eastern Region",29
"Essex",2013,900726270,"Evaluated that are Eligible","Percent","Birth to Three Indicators",80,"Eastern Region",29
"Essex",2013,900726270,"Referrals","Percent","Birth to Three Indicators",17.24,"Eastern Region",29
"Essex",2013,900726270,"Total Served","Percent","Birth to Three Indicators",6.9,"Eastern Region",29
"Essex",2013,900726270,"Total Eligible","Number","Birth to Three Indicators",4,"Eastern Region",29
"Essex",2013,900726270,"Total Served","Number","Birth to Three Indicators",2,"Eastern Region",29
"Essex",2013,900726270,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Eastern Region",29
"Essex",2013,900726270,"Total Eligible","Percent","Birth to Three Indicators",13.79,"Eastern Region",29
"Essex",2013,900726270,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",3,"Eastern Region",29
"Essex",2013,900726270,"Individual Family Service Plans","Number","Birth to Three Indicators",3,"Eastern Region",29
"Essex",2013,900726270,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",75,"Eastern Region",29
"Essex",2013,900726270,"Referrals","Number","Birth to Three Indicators",5,"Eastern Region",29
"Essex",2013,900726270,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",10.34,"Eastern Region",29
"Essex",2013,900726270,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",75,"Eastern Region",29
"Essex",2013,900726270,"IFSP Receiving Services","Percent","Birth to Three Indicators",66.67,"Eastern Region",29
"Fairfield",2013,900126620,"Total Eligible","Number","Birth to Three Indicators",58,"Southwest Region",504
"Fairfield",2013,900126620,"Evaluations","Percent","Birth to Three Indicators",18.45,"Southwest Region",504
"Fairfield",2013,900126620,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",89.66,"Southwest Region",504
"Fairfield",2013,900126620,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",27,"Southwest Region",504
"Fairfield",2013,900126620,"Individual Family Service Plans","Number","Birth to Three Indicators",52,"Southwest Region",504
"Fairfield",2013,900126620,"Referrals","Percent","Birth to Three Indicators",19.44,"Southwest Region",504
"Fairfield",2013,900126620,"Referrals","Number","Birth to Three Indicators",98,"Southwest Region",504
